L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12
0.000,37.500,37.500,0.100,107.743,95.189,17.908,-0.000,16.682,17.334,9.795,15.951,17.669,15.295,16.602,18.138,22.583,17.022,18.431,28.056,18.166,18.835,35.706,19.467,19.483,41.032,21.184,20.134,48.320,23.757,20.593,53.005,26.552,21.099,59.861,30.934,21.401,63.990,34.791,21.168,69.904,42.358
0.000,37.500,37.500,0.100,107.743,95.189,17.908,-0.000,16.682,17.334,9.795,15.951,17.669,15.295,16.602,18.138,22.583,17.022,18.431,28.056,18.166,18.835,35.706,19.467,19.483,41.032,21.184,20.134,48.320,23.757,20.593,53.005,26.552,21.099,59.861,30.934,21.401,63.990,34.791,21.168,69.904,42.358
0.000,37.500,37.500,0.100,107.590,94.944,17.908,-0.000,16.682,17.334,9.799,15.953,17.669,15.306,16.608,18.139,22.613,17.050,18.433,28.089,18.221,18.841,35.747,19.575,19.491,41.064,21.339,20.145,48.341,23.995,20.605,52.996,26.854,21.111,59.800,31.343,21.411,63.871,35.269,21.172,69.661,42.943
0.000,37.500,37.500,0.100,107.590,94.944,17.908,-0.000,16.682,17.334,9.799,15.953,17.669,15.306,16.608,18.139,22.613,17.050,18.433,28.089,18.221,18.841,35.747,19.575,19.491,41.064,21.339,20.145,48.341,23.995,20.605,52.996,26.854,21.111,59.800,31.343,21.411,63.871,35.269,21.172,69.661,42.943
0.000,37.500,37.500,0.100,107.590,94.944,17.908,-0.000,16.682,17.334,9.799,15.953,17.669,15.306,16.608,18.139,22.613,17.050,18.433,28.089,18.221,18.841,35.747,19.575,19.491,41.064,21.339,20.145,48.341,23.995,20.605,52.996,26.854,21.111,59.800,31.343,21.411,63.871,35.269,21.172,69.661,42.943
0.000,37.500,37.500,0.100,107.590,94.944,17.908,-0.000,16.682,17.334,9.799,15.953,17.669,15.306,16.608,18.139,22.613,17.050,18.433,28.089,18.221,18.841,35.747,19.575,19.491,41.064,21.339,20.145,48.341,23.995,20.605,52.996,26.854,21.111,59.800,31.343,21.411,63.871,35.269,21.172,69.661,42.943
0.000,37.500,37.500,0.100,107.439,94.704,17.908,-0.000,16.682,17.333,9.802,15.955,17.668,15.317,16.615,18.141,22.643,17.078,18.436,28.120,18.275,18.846,35.786,19.683,19.498,41.094,21.493,20.156,48.359,24.232,20.616,52.984,27.151,21.123,59.734,31.745,21.420,63.748,35.738,21.174,69.415,43.514
0.000,37.500,37.500,0.100,107.439,94.704,17.908,-0.000,16.682,17.333,9.802,15.955,17.668,15.317,16.615,18.141,22.643,17.078,18.436,28.120,18.275,18.846,35.786,19.683,19.498,41.094,21.493,20.156,48.359,24.232,20.616,52.984,27.151,21.123,59.734,31.745,21.420,63.748,35.738,21.174,69.415,43.514
0.000,37.500,37.500,0.100,107.439,94.704,17.908,-0.000,16.682,17.333,9.802,15.955,17.668,15.317,16.615,18.141,22.643,17.078,18.436,28.120,18.275,18.846,35.786,19.683,19.498,41.094,21.493,20.156,48.359,24.232,20.616,52.984,27.151,21.123,59.734,31.745,21.420,63.748,35.738,21.174,69.415,43.514
0.000,37.500,37.500,0.100,107.290,94.469,17.908,-0.000,16.682,17.333,9.806,15.956,17.668,15.327,16.621,18.142,22.672,17.105,18.439,28.150,18.328,18.852,35.824,19.790,19.505,41.123,21.645,20.166,48.374,24.466,20.626,52.968,27.445,21.134,59.665,32.141,21.429,63.620,36.199,21.176,69.166,44.071
0.000,37.500,37.500,0.100,107.290,94.469,17.908,-0.000,16.682,17.333,9.806,15.956,17.668,15.327,16.621,18.142,22.672,17.105,18.439,28.150,18.328,18.852,35.824,19.790,19.505,41.123,21.645,20.166,48.374,24.466,20.626,52.968,27.445,21.134,59.665,32.141,21.429,63.620,36.199,21.176,69.166,44.071
0.000,37.500,37.500,0.100,107.290,94.469,17.908,-0.000,16.682,17.333,9.806,15.956,17.668,15.327,16.621,18.142,22.672,17.105,18.439,28.150,18.328,18.852,35.824,19.790,19.505,41.123,21.645,20.166,48.374,24.466,20.626,52.968,27.445,21.134,59.665,32.141,21.429,63.620,36.199,21.176,69.166,44.071
0.000,37.500,37.500,0.100,107.290,94.469,17.908,-0.000,16.682,17.333,9.806,15.956,17.668,15.327,16.621,18.142,22.672,17.105,18.439,28.150,18.328,18.852,35.824,19.790,19.505,41.123,21.645,20.166,48.374,24.466,20.626,52.968,27.445,21.134,59.665,32.141,21.429,63.620,36.199,21.176,69.166,44.071
0.000,37.500,37.500,0.100,107.143,94.239,17.908,-0.000,16.682,17.333,9.809,15.958,17.668,15.337,16.628,18.143,22.701,17.133,18.441,28.180,18.382,18.856,35.860,19.897,19.511,41.149,21.797,20.175,48.385,24.697,20.636,52.949,27.735,21.144,59.592,32.530,21.436,63.490,36.650,21.178,68.915,44.615
0.000,37.500,37.500,0.100,107.143,94.239,17.908,-0.000,16.682,17.333,9.809,15.958,17.668,15.337,16.628,18.143,22.701,17.133,18.441,28.180,18.382,18.856,35.860,19.897,19.511,41.149,21.797,20.175,48.385,24.697,20.636,52.949,27.735,21.144,59.592,32.530,21.436,63.490,36.650,21.178,68.915,44.615
0.000,37.500,37.500,0.100,107.143,94.239,17.908,-0.000,16.682,17.333,9.809,15.958,17.668,15.337,16.628,18.143,22.701,17.133,18.441,28.180,18.382,18.856,35.860,19.897,19.511,41.149,21.797,20.175,48.385,24.697,20.636,52.949,27.735,21.144,59.592,32.530,21.436,63.490,36.650,21.178,68.915,44.615
0.000,37.500,37.500,0.100,106.999,94.014,17.908,-0.000,16.682,17.333,9.813,15.960,17.668,15.347,16.634,18.144,22.729,17.161,18.443,28.208,18.435,18.861,35.894,20.002,19.517,41.173,21.947,20.184,48.394,24.927,20.646,52.927,28.022,21.153,59.515,32.913,21.443,63.356,37.093,21.178,68.662,45.145
0.000,37.500,37.500,0.100,106.999,94.014,17.908,-0.000,16.682,17.333,9.813,15.960,17.668,15.347,16.634,18.144,22.729,17.161,18.443,28.208,18.435,18.861,35.894,20.002,19.517,41.173,21.947,20.184,48.394,24.927,20.646,52.927,28.022,21.153,59.515,32.913,21.443,63.356,37.093,21.178,68.662,45.145
0.000,37.500,37.500,0.100,106.999,94.014,17.908,-0.000,16.682,17.333,9.813,15.960,17.668,15.347,16.634,18.144,22.729,17.161,18.443,28.208,18.435,18.861,35.894,20.002,19.517,41.173,21.947,20.184,48.394,24.927,20.646,52.927,28.022,21.153,59.515,32.913,21.443,63.356,37.093,21.178,68.662,45.145
0.000,37.500,37.500,0.100,106.999,94.014,17.908,-0.000,16.682,17.333,9.813,15.960,17.668,15.347,16.634,18.144,22.729,17.161,18.443,28.208,18.435,18.861,35.894,20.002,19.517,41.173,21.947,20.184,48.394,24.927,20.646,52.927,28.022,21.153,59.515,32.913,21.443,63.356,37.093,21.178,68.662,45.145
0.000,37.500,37.500,0.100,106.856,93.794,17.908,-0.000,16.682,17.333,9.816,15.962,17.667,15.356,16.640,18.144,22.756,17.188,18.445,28.236,18.487,18.865,35.927,20.107,19.523,41.196,22.096,20.192,48.401,25.153,20.654,52.902,28.304,21.161,59.435,33.289,21.449,63.219,37.527,21.178,68.408,45.664
0.000,37.500,37.500,0.100,106.856,93.794,17.908,-0.000,16.682,17.333,9.816,15.962,17.667,15.356,16.640,18.144,22.756,17.188,18.445,28.236,18.487,18.865,35.927,20.107,19.523,41.196,22.096,20.192,48.401,25.153,20.654,52.902,28.304,21.161,59.435,33.289,21.449,63.219,37.527,21.178,68.408,45.664
