L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36
10.500,10.500,10.500,54.625,61.417,59.397,18.355,-0.000,9.910,17.085,10.521,8.667,17.480,18.304,8.916,17.632,28.339,8.855,17.527,36.257,9.094,17.459,46.544,9.080,17.818,54.335,9.191,17.684,64.766,9.258,17.747,72.559,9.558,17.900,82.825,9.751,18.297,90.675,9.880,17.740,100.984,9.157,10.631,-0.000,20.574,9.297,10.291,22.310,9.519,18.119,22.772,9.277,28.389,22.455,9.591,36.108,22.921,9.301,46.402,22.602,9.620,54.239,23.071,9.420,64.474,22.824,9.783,72.191,23.393,9.532,82.521,23.217,9.837,90.276,23.813,9.173,100.935,23.907,24.738,-0.000,19.561,25.766,10.316,22.243,25.576,18.030,22.807,25.771,28.337,22.542,25.620,36.038,22.977,25.800,46.340,22.709,25.678,54.077,23.115,25.943,64.346,22.933,25.812,72.121,23.457,26.040,82.501,23.327,25.840,90.329,23.875,26.409,100.997,23.877
11.000,11.000,11.000,45.328,51.070,48.988,18.355,-0.000,9.910,17.086,10.482,8.654,17.484,18.208,8.916,17.643,28.071,8.860,17.543,35.943,9.109,17.482,46.087,9.099,17.851,53.826,9.219,17.731,64.117,9.296,17.803,71.855,9.611,17.962,81.983,9.821,18.362,89.782,9.971,17.803,99.981,9.278,10.631,-0.000,20.574,9.303,10.270,22.319,9.522,17.985,22.788,9.287,28.171,22.476,9.607,35.763,22.948,9.321,45.974,22.634,9.647,53.697,23.109,9.460,63.843,22.872,9.833,71.431,23.458,9.589,81.682,23.300,9.897,89.311,23.915,9.238,99.932,24.028,24.738,-0.000,19.561,25.763,10.302,22.254,25.582,17.882,22.824,25.784,28.106,22.564,25.638,35.679,23.007,25.823,45.898,22.744,25.710,53.512,23.155,25.989,63.693,22.987,25.865,71.349,23.526,26.102,81.655,23.416,25.901,89.370,23.982,26.461,99.995,24.000
11.500,11.500,11.500,45.328,51.070,48.988,18.355,-0.000,9.910,17.086,10.482,8.654,17.484,18.208,8.916,17.643,28.071,8.860,17.543,35.943,9.109,17.482,46.087,9.099,17.851,53.826,9.219,17.731,64.117,9.296,17.803,71.855,9.611,17.962,81.983,9.821,18.362,89.782,9.971,17.803,99.981,9.278,10.631,-0.000,20.574,9.303,10.270,22.319,9.522,17.985,22.788,9.287,28.171,22.476,9.607,35.763,22.948,9.321,45.974,22.634,9.647,53.697,23.109,9.460,63.843,22.872,9.833,71.431,23.458,9.589,81.682,23.300,9.897,89.311,23.915,9.238,99.932,24.028,24.738,-0.000,19.561,25.763,10.302,22.254,25.582,17.882,22.824,25.784,28.106,22.564,25.638,35.679,23.007,25.823,45.898,22.744,25.710,53.512,23.155,25.989,63.693,22.987,25.865,71.349,23.526,26.102,81.655,23.416,25.901,89.370,23.982,26.461,99.995,24.000
12.000,12.000,12.000,45.328,51.070,48.988,18.355,-0.000,9.910,17.086,10.482,8.654,17.484,18.208,8.916,17.643,28.071,8.860,17.543,35.943,9.109,17.482,46.087,9.099,17.851,53.826,9.219,17.731,64.117,9.296,17.803,71.855,9.611,17.962,81.983,9.821,18.362,89.782,9.971,17.803,99.981,9.278,10.631,-0.000,20.574,9.303,10.270,22.319,9.522,17.985,22.788,9.287,28.171,22.476,9.607,35.763,22.948,9.321,45.974,22.634,9.647,53.697,23.109,9.460,63.843,22.872,9.833,71.431,23.458,9.589,81.682,23.300,9.897,89.311,23.915,9.238,99.932,24.028,24.738,-0.000,19.561,25.763,10.302,22.254,25.582,17.882,22.824,25.784,28.106,22.564,25.638,35.679,23.007,25.823,45.898,22.744,25.710,53.512,23.155,25.989,63.693,22.987,25.865,71.349,23.526,26.102,81.655,23.416,25.901,89.370,23.982,26.461,99.995,24.000
12.500,12.500,12.500,59.202,67.182,64.305,18.355,-0.000,9.910,17.086,10.423,8.636,17.490,18.063,8.916,17.658,27.670,8.866,17.565,35.473,9.128,17.513,45.403,9.123,17.898,53.062,9.254,17.797,63.143,9.344,17.880,70.799,9.682,18.048,80.721,9.916,18.455,88.443,10.096,17.893,98.476,9.448,10.631,-0.000,20.574,9.312,10.239,22.333,9.525,17.785,22.811,9.301,27.843,22.505,9.630,35.246,22.986,9.349,45.333,22.676,9.684,52.887,23.160,9.516,62.898,22.938,9.904,70.293,23.547,9.670,80.425,23.414,9.982,87.865,24.058,9.330,98.428,24.198,24.738,-0.000,19.561,25.758,10.281,22.269,25.591,17.662,22.847,25.801,27.762,22.595,25.663,35.142,23.049,25.855,45.236,22.793,25.755,52.667,23.209,26.052,62.716,23.061,25.939,70.193,23.622,26.188,80.387,23.539,25.986,87.932,24.132,26.533,98.492,24.172
13.000,13.000,13.000,59.202,67.182,64.305,18.355,-0.000,9.910,17.086,10.423,8.636,17.490,18.063,8.916,17.658,27.670,8.866,17.565,35.473,9.128,17.513,45.403,9.123,17.898,53.062,9.254,17.797,63.143,9.344,17.880,70.799,9.682,18.048,80.721,9.916,18.455,88.443,10.096,17.893,98.476,9.448,10.631,-0.000,20.574,9.312,10.239,22.333,9.525,17.785,22.811,9.301,27.843,22.505,9.630,35.246,22.986,9.349,45.333,22.676,9.684,52.887,23.160,9.516,62.898,22.938,9.904,70.293,23.547,9.670,80.425,23.414,9.982,87.865,24.058,9.330,98.428,24.198,24.738,-0.000,19.561,25.758,10.281,22.269,25.591,17.662,22.847,25.801,27.762,22.595,25.663,35.142,23.049,25.855,45.236,22.793,25.755,52.667,23.209,26.052,62.716,23.061,25.939,70.193,23.622,26.188,80.387,23.539,25.986,87.932,24.132,26.533,98.492,24.172
13.500,13.500,13.500,59.202,67.182,64.305,18.355,-0.000,9.910,17.086,10.423,8.636,17.490,18.063,8.916,17.658,27.670,8.866,17.565,35.473,9.128,17.513,45.403,9.123,17.898,53.062,9.254,17.797,63.143,9.344,17.880,70.799,9.682,18.048,80.721,9.916,18.455,88.443,10.096,17.893,98.476,9.448,10.631,-0.000,20.574,9.312,10.239,22.333,9.525,17.785,22.811,9.301,27.843,22.505,9.630,35.246,22.986,9.349,45.333,22.676,9.684,52.887,23.160,9.516,62.898,22.938,9.904,70.293,23.547,9.670,80.425,23.414,9.982,87.865,24.058,9.330,98.428,24.198,24.738,-0.000,19.561,25.758,10.281,22.269,25.591,17.662,22.847,25.801,27.762,22.595,25.663,35.142,23.049,25.855,45.236,22.793,25.755,52.667,23.209,26.052,62.716,23.061,25.939,70.193,23.622,26.188,80.387,23.539,25.986,87.932,24.132,26.533,98.492,24.172
14.000,14.000,14.000,61.863,70.400,66.912,18.355,-0.000,9.910,17.086,10.365,8.617,17.497,17.919,8.915,17.675,27.267,8.872,17.589,35.001,9.146,17.547,44.718,9.145,17.950,52.296,9.288,17.870,62.168,9.389,17.965,69.741,9.749,18.142,79.456,10.005,18.555,87.103,10.215,17.991,96.969,9.609,10.631,-0.000,20.574,9.321,10.208,22.347,9.529,17.586,22.833,9.317,27.517,22.533,9.655,34.730,23.022,9.382,44.693,22.717,9.726,52.077,23.208,9.578,61.953,22.999,9.981,69.154,23.630,9.757,79.168,23.521,10.074,86.417,24.191,9.429,96.924,24.359,24.738,-0.000,19.561,25.754,10.260,22.285,25.600,17.441,22.870,25.819,27.417,22.625,25.690,34.603,23.088,25.890,44.572,22.839,25.803,51.819,23.260,26.122,61.737,23.130,26.018,69.034,23.712,26.281,79.116,23.655,26.077,86.493,24.274,26.613,96.988,24.336
14.500,14.500,14.500,61.863,70.400,66.912,18.355,-0.000,9.910,17.086,10.365,8.617,17.497,17.919,8.915,17.675,27.267,8.872,17.589,35.001,9.146,17.547,44.718,9.145,17.950,52.296,9.288,17.870,62.168,9.389,17.965,69.741,9.749,18.142,79.456,10.005,18.555,87.103,10.215,17.991,96.969,9.609,10.631,-0.000,20.574,9.321,10.208,22.347,9.529,17.586,22.833,9.317,27.517,22.533,9.655,34.730,23.022,9.382,44.693,22.717,9.726,52.077,23.208,9.578,61.953,22.999,9.981,69.154,23.630,9.757,79.168,23.521,10.074,86.417,24.191,9.429,96.924,24.359,24.738,-0.000,19.561,25.754,10.260,22.285,25.600,17.441,22.870,25.819,27.417,22.625,25.690,34.603,23.088,25.890,44.572,22.839,25.803,51.819,23.260,26.122,61.737,23.130,26.018,69.034,23.712,26.281,79.116,23.655,26.077,86.493,24.274,26.613,96.988,24.336
15.000,15.000,15.000,61.863,70.400,66.912,18.355,-0.000,9.910,17.086,10.365,8.617,17.497,17.919,8.915,17.675,27.267,8.872,17.589,35.001,9.146,17.547,44.718,9.145,17.950,52.296,9.288,17.870,62.168,9.389,17.965,69.741,9.749,18.142,79.456,10.005,18.555,87.103,10.215,17.991,96.969,9.609,10.631,-0.000,20.574,9.321,10.208,22.347,9.529,17.586,22.833,9.317,27.517,22.533,9.655,34.730,23.022,9.382,44.693,22.717,9.726,52.077,23.208,9.578,61.953,22.999,9.981,69.154,23.630,9.757,79.168,23.521,10.074,86.417,24.191,9.429,96.924,24.359,24.738,-0.000,19.561,25.754,10.260,22.285,25.600,17.441,22.870,25.819,27.417,22.625,25.690,34.603,23.088,25.890,44.572,22.839,25.803,51.819,23.260,26.122,61.737,23.130,26.018,69.034,23.712,26.281,79.116,23.655,26.077,86.493,24.274,26.613,96.988,24.336
15.500,15.500,15.500,64.489,73.664,69.592,18.355,-0.000,9.910,17.086,10.307,8.600,17.504,17.775,8.914,17.693,26.864,8.876,17.615,34.529,9.162,17.585,44.032,9.163,18.005,51.530,9.317,17.946,61.192,9.429,18.055,68.682,9.809,18.242,78.191,10.085,18.662,85.760,10.324,18.094,95.463,9.759,10.631,-0.000,20.574,9.330,10.177,22.360,9.534,17.388,22.854,9.335,27.191,22.559,9.682,34.215,23.055,9.417,44.054,22.753,9.771,51.268,23.250,9.644,61.009,23.055,10.063,68.015,23.705,9.850,77.910,23.619,10.172,84.969,24.315,9.533,95.418,24.508,24.738,-0.000,19.561,25.749,10.240,22.300,25.608,17.220,22.891,25.839,27.071,22.654,25.718,34.064,23.126,25.928,43.907,22.881,25.855,50.971,23.306,26.194,60.757,23.194,26.102,67.875,23.795,26.379,77.844,23.763,26.174,85.053,24.406,26.698,95.483,24.489
16.000,16.000,16.000,64.489,73.664,69.592,18.355,-0.000,9.910,17.086,10.307,8.600,17.504,17.775,8.914,17.693,26.864,8.876,17.615,34.529,9.162,17.585,44.032,9.163,18.005,51.530,9.317,17.946,61.192,9.429,18.055,68.682,9.809,18.242,78.191,10.085,18.662,85.760,10.324,18.094,95.463,9.759,10.631,-0.000,20.574,9.330,10.177,22.360,9.534,17.388,22.854,9.335,27.191,22.559,9.682,34.215,23.055,9.417,44.054,22.753,9.771,51.268,23.250,9.644,61.009,23.055,10.063,68.015,23.705,9.850,77.910,23.619,10.172,84.969,24.315,9.533,95.418,24.508,24.738,-0.000,19.561,25.749,10.240,22.300,25.608,17.220,22.891,25.839,27.071,22.654,25.718,34.064,23.126,25.928,43.907,22.881,25.855,50.971,23.306,26.194,60.757,23.194,26.102,67.875,23.795,26.379,77.844,23.763,26.174,85.053,24.406,26.698,95.483,24.489
16.500,16.500,16.500,55.550,63.469,59.483,18.355,-0.000,9.910,17.086,10.268,8.588,17.509,17.678,8.912,17.707,26.595,8.878,17.637,34.213,9.172,17.616,43.573,9.174,18.049,51.018,9.334,18.008,60.539,9.452,18.126,67.974,9.844,18.321,77.346,10.133,18.747,84.863,10.390,18.178,94.458,9.850,10.631,-0.000,20.574,9.336,10.157,22.369,9.538,17.258,22.867,9.349,26.975,22.575,9.704,33.873,23.075,9.446,43.629,22.775,9.809,50.730,23.275,9.698,60.381,23.088,10.128,67.256,23.749,9.925,77.072,23.678,10.251,84.003,24.388,9.616,94.415,24.599,24.738,-0.000,19.561,25.746,10.226,22.310,25.613,17.071,22.905,25.853,26.838,22.671,25.740,33.702,23.148,25.958,43.461,22.908,25.895,50.403,23.334,26.252,60.100,23.234,26.167,67.099,23.845,26.455,76.993,23.830,26.251,84.092,24.487,26.768,94.480,24.583
17.000,17.000,17.000,55.550,63.469,59.483,18.355,-0.000,9.910,17.086,10.268,8.588,17.509,17.678,8.912,17.707,26.595,8.878,17.637,34.213,9.172,17.616,43.573,9.174,18.049,51.018,9.334,18.008,60.539,9.452,18.126,67.974,9.844,18.321,77.346,10.133,18.747,84.863,10.390,18.178,94.458,9.850,10.631,-0.000,20.574,9.336,10.157,22.369,9.538,17.258,22.867,9.349,26.975,22.575,9.704,33.873,23.075,9.446,43.629,22.775,9.809,50.730,23.275,9.698,60.381,23.088,10.128,67.256,23.749,9.925,77.072,23.678,10.251,84.003,24.388,9.616,94.415,24.599,24.738,-0.000,19.561,25.746,10.226,22.310,25.613,17.071,22.905,25.853,26.838,22.671,25.740,33.702,23.148,25.958,43.461,22.908,25.895,50.403,23.334,26.252,60.100,23.234,26.167,67.099,23.845,26.455,76.993,23.830,26.251,84.092,24.487,26.768,94.480,24.583
17.500,17.500,17.500,55.550,63.469,59.483,18.355,-0.000,9.910,17.086,10.268,8.588,17.509,17.678,8.912,17.707,26.595,8.878,17.637,34.213,9.172,17.616,43.573,9.174,18.049,51.018,9.334,18.008,60.539,9.452,18.126,67.974,9.844,18.321,77.346,10.133,18.747,84.863,10.390,18.178,94.458,9.850,10.631,-0.000,20.574,9.336,10.157,22.369,9.538,17.258,22.867,9.349,26.975,22.575,9.704,33.873,23.075,9.446,43.629,22.775,9.809,50.730,23.275,9.698,60.381,23.088,10.128,67.256,23.749,9.925,77.072,23.678,10.251,84.003,24.388,9.616,94.415,24.599,24.738,-0.000,19.561,25.746,10.226,22.310,25.613,17.071,22.905,25.853,26.838,22.671,25.740,33.702,23.148,25.958,43.461,22.908,25.895,50.403,23.334,26.252,60.100,23.234,26.167,67.099,23.845,26.455,76.993,23.830,26.251,84.092,24.487,26.768,94.480,24.583
18.000,18.000,18.000,68.799,79.068,74.046,18.355,-0.000,9.910,17.086,10.210,8.570,17.516,17.534,8.910,17.726,26.192,8.881,17.665,33.739,9.184,17.656,42.886,9.188,18.107,50.251,9.358,18.088,59.561,9.484,18.220,66.912,9.893,18.425,76.079,10.200,18.858,83.518,10.484,18.287,92.950,9.981,10.631,-0.000,20.574,9.345,10.127,22.382,9.544,17.062,22.886,9.368,26.651,22.598,9.732,33.360,23.103,9.484,42.991,22.806,9.857,49.924,23.310,9.768,59.438,23.133,10.214,66.119,23.811,10.022,75.815,23.761,10.353,82.554,24.493,9.724,92.909,24.729,24.738,-0.000,19.561,25.741,10.205,22.325,25.620,16.849,22.924,25.873,26.491,22.697,25.769,33.162,23.181,25.997,42.795,22.944,25.948,49.554,23.373,26.327,59.118,23.288,26.253,65.938,23.916,26.556,75.719,23.924,26.352,82.651,24.603,26.857,92.975,24.718
18.500,18.500,18.500,68.799,79.068,74.046,18.355,-0.000,9.910,17.086,10.210,8.570,17.516,17.534,8.910,17.726,26.192,8.881,17.665,33.739,9.184,17.656,42.886,9.188,18.107,50.251,9.358,18.088,59.561,9.484,18.220,66.912,9.893,18.425,76.079,10.200,18.858,83.518,10.484,18.287,92.950,9.981,10.631,-0.000,20.574,9.345,10.127,22.382,9.544,17.062,22.886,9.368,26.651,22.598,9.732,33.360,23.103,9.484,42.991,22.806,9.857,49.924,23.310,9.768,59.438,23.133,10.214,66.119,23.811,10.022,75.815,23.761,10.353,82.554,24.493,9.724,92.909,24.729,24.738,-0.000,19.561,25.741,10.205,22.325,25.620,16.849,22.924,25.873,26.491,22.697,25.769,33.162,23.181,25.997,42.795,22.944,25.948,49.554,23.373,26.327,59.118,23.288,26.253,65.938,23.916,26.556,75.719,23.924,26.352,82.651,24.603,26.857,92.975,24.718
19.000,19.000,19.000,68.799,79.068,74.046,18.355,-0.000,9.910,17.086,10.210,8.570,17.516,17.534,8.910,17.726,26.192,8.881,17.665,33.739,9.184,17.656,42.886,9.188,18.107,50.251,9.358,18.088,59.561,9.484,18.220,66.912,9.893,18.425,76.079,10.200,18.858,83.518,10.484,18.287,92.950,9.981,10.631,-0.000,20.574,9.345,10.127,22.382,9.544,17.062,22.886,9.368,26.651,22.598,9.732,33.360,23.103,9.484,42.991,22.806,9.857,49.924,23.310,9.768,59.438,23.133,10.214,66.119,23.811,10.022,75.815,23.761,10.353,82.554,24.493,9.724,92.909,24.729,24.738,-0.000,19.561,25.741,10.205,22.325,25.620,16.849,22.924,25.873,26.491,22.697,25.769,33.162,23.181,25.997,42.795,22.944,25.948,49.554,23.373,26.327,59.118,23.288,26.253,65.938,23.916,26.556,75.719,23.924,26.352,82.651,24.603,26.857,92.975,24.718
19.500,19.500,19.500,71.286,82.087,76.406,18.355,-0.000,9.910,17.087,10.153,8.553,17.524,17.389,8.908,17.745,25.787,8.883,17.694,33.265,9.196,17.698,42.198,9.200,18.168,49.483,9.379,18.172,58.581,9.512,18.317,65.849,9.939,18.534,74.810,10.261,18.975,82.171,10.572,18.401,91.442,10.105,10.631,-0.000,20.574,9.354,10.096,22.394,9.551,16.866,22.904,9.389,26.327,22.620,9.763,32.848,23.130,9.525,42.354,22.835,9.908,49.118,23.342,9.841,58.495,23.176,10.302,64.980,23.869,10.124,74.557,23.838,10.460,81.104,24.591,9.837,91.403,24.851,24.738,-0.000,19.561,25.736,10.185,22.340,25.627,16.626,22.943,25.893,26.143,22.721,25.798,32.620,23.212,26.038,42.128,22.979,26.003,48.704,23.410,26.405,58.134,23.340,26.341,64.775,23.983,26.661,74.442,24.013,26.456,81.208,24.712,26.951,91.469,24.846
20.000,20.000,20.000,71.286,82.087,76.406,18.355,-0.000,9.910,17.087,10.153,8.553,17.524,17.389,8.908,17.745,25.787,8.883,17.694,33.265,9.196,17.698,42.198,9.200,18.168,49.483,9.379,18.172,58.581,9.512,18.317,65.849,9.939,18.534,74.810,10.261,18.975,82.171,10.572,18.401,91.442,10.105,10.631,-0.000,20.574,9.354,10.096,22.394,9.551,16.866,22.904,9.389,26.327,22.620,9.763,32.848,23.130,9.525,42.354,22.835,9.908,49.118,23.342,9.841,58.495,23.176,10.302,64.980,23.869,10.124,74.557,23.838,10.460,81.104,24.591,9.837,91.403,24.851,24.738,-0.000,19.561,25.736,10.185,22.340,25.627,16.626,22.943,25.893,26.143,22.721,25.798,32.620,23.212,26.038,42.128,22.979,26.003,48.704,23.410,26.405,58.134,23.340,26.341,64.775,23.983,26.661,74.442,24.013,26.456,81.208,24.712,26.951,91.469,24.846
20.500,20.500,20.500,62.620,72.026,66.494,18.355,-0.000,9.910,17.087,10.114,8.542,17.529,17.293,8.906,17.761,25.517,8.884,17.718,32.948,9.203,17.733,41.739,9.207,18.216,48.970,9.392,18.238,57.926,9.528,18.395,65.137,9.966,18.621,73.962,10.297,19.068,81.270,10.624,18.493,90.436,10.179,10.631,-0.000,20.574,9.360,10.077,22.403,9.556,16.738,22.915,9.406,26.113,22.633,9.787,32.508,23.145,9.559,41.931,22.852,9.950,48.582,23.361,9.900,57.868,23.201,10.373,64.221,23.902,10.205,73.719,23.884,10.546,80.136,24.648,9.926,90.398,24.924,24.738,-0.000,19.561,25.733,10.171,22.350,25.631,16.477,22.955,25.908,25.909,22.736,25.821,32.256,23.231,26.071,41.679,23.001,26.047,48.133,23.432,26.467,57.474,23.372,26.411,63.995,24.023,26.743,73.588,24.067,26.539,80.245,24.778,27.028,90.464,24.924
21.000,21.000,21.000,62.620,72.026,66.494,18.355,-0.000,9.910,17.087,10.114,8.542,17.529,17.293,8.906,17.761,25.517,8.884,17.718,32.948,9.203,17.733,41.739,9.207,18.216,48.970,9.392,18.238,57.926,9.528,18.395,65.137,9.966,18.621,73.962,10.297,19.068,81.270,10.624,18.493,90.436,10.179,10.631,-0.000,20.574,9.360,10.077,22.403,9.556,16.738,22.915,9.406,26.113,22.633,9.787,32.508,23.145,9.559,41.931,22.852,9.950,48.582,23.361,9.900,57.868,23.201,10.373,64.221,23.902,10.205,73.719,23.884,10.546,80.136,24.648,9.926,90.398,24.924,24.738,-0.000,19.561,25.733,10.171,22.350,25.631,16.477,22.955,25.908,25.909,22.736,25.821,32.256,23.231,26.071,41.679,23.001,26.047,48.133,23.432,26.467,57.474,23.372,26.411,63.995,24.023,26.743,73.588,24.067,26.539,80.245,24.778,27.028,90.464,24.924
21.500,21.500,21.500,62.620,72.026,66.494,18.355,-0.000,9.910,17.087,10.114,8.542,17.529,17.293,8.906,17.761,25.517,8.884,17.718,32.948,9.203,17.733,41.739,9.207,18.216,48.970,9.392,18.238,57.926,9.528,18.395,65.137,9.966,18.621,73.962,10.297,19.068,81.270,10.624,18.493,90.436,10.179,10.631,-0.000,20.574,9.360,10.077,22.403,9.556,16.738,22.915,9.406,26.113,22.633,9.787,32.508,23.145,9.559,41.931,22.852,9.950,48.582,23.361,9.900,57.868,23.201,10.373,64.221,23.902,10.205,73.719,23.884,10.546,80.136,24.648,9.926,90.398,24.924,24.738,-0.000,19.561,25.733,10.171,22.350,25.631,16.477,22.955,25.908,25.909,22.736,25.821,32.256,23.231,26.071,41.679,23.001,26.047,48.133,23.432,26.467,57.474,23.372,26.411,63.995,24.023,26.743,73.588,24.067,26.539,80.245,24.778,27.028,90.464,24.924
22.000,22.000,22.000,75.436,87.248,80.574,18.355,-0.000,9.910,17.087,10.057,8.525,17.537,17.149,8.903,17.780,25.113,8.885,17.747,32.473,9.213,17.775,41.051,9.216,18.278,48.201,9.409,18.322,56.945,9.550,18.493,64.072,10.004,18.730,72.691,10.348,19.185,79.921,10.699,18.608,88.928,10.287,10.631,-0.000,20.574,9.369,10.046,22.415,9.563,16.545,22.931,9.427,25.791,22.652,9.818,31.997,23.168,9.601,41.295,22.876,10.002,47.778,23.387,9.974,56.926,23.236,10.462,63.083,23.949,10.307,72.461,23.949,10.653,78.685,24.731,10.039,88.892,25.030,24.738,-0.000,19.561,25.728,10.151,22.364,25.637,16.254,22.972,25.928,25.561,22.758,25.850,31.715,23.258,26.112,41.011,23.031,26.101,47.283,23.463,26.544,56.488,23.417,26.499,62.831,24.079,26.847,72.310,24.144,26.643,78.801,24.873,27.122,88.958,25.036
22.500,22.500,22.500,75.436,87.248,80.574,18.355,-0.000,9.910,17.087,10.057,8.525,17.537,17.149,8.903,17.780,25.113,8.885,17.747,32.473,9.213,17.775,41.051,9.216,18.278,48.201,9.409,18.322,56.945,9.550,18.493,64.072,10.004,18.730,72.691,10.348,19.185,79.921,10.699,18.608,88.928,10.287,10.631,-0.000,20.574,9.369,10.046,22.415,9.563,16.545,22.931,9.427,25.791,22.652,9.818,31.997,23.168,9.601,41.295,22.876,10.002,47.778,23.387,9.974,56.926,23.236,10.462,63.083,23.949,10.307,72.461,23.949,10.653,78.685,24.731,10.039,88.892,25.030,24.738,-0.000,19.561,25.728,10.151,22.364,25.637,16.254,22.972,25.928,25.561,22.758,25.850,31.715,23.258,26.112,41.011,23.031,26.101,47.283,23.463,26.544,56.488,23.417,26.499,62.831,24.079,26.847,72.310,24.144,26.643,78.801,24.873,27.122,88.958,25.036
23.000,23.000,23.000,75.436,87.248,80.574,18.355,-0.000,9.910,17.087,10.057,8.525,17.537,17.149,8.903,17.780,25.113,8.885,17.747,32.473,9.213,17.775,41.051,9.216,18.278,48.201,9.409,18.322,56.945,9.550,18.493,64.072,10.004,18.730,72.691,10.348,19.185,79.921,10.699,18.608,88.928,10.287,10.631,-0.000,20.574,9.369,10.046,22.415,9.563,16.545,22.931,9.427,25.791,22.652,9.818,31.997,23.168,9.601,41.295,22.876,10.002,47.778,23.387,9.974,56.926,23.236,10.462,63.083,23.949,10.307,72.461,23.949,10.653,78.685,24.731,10.039,88.892,25.030,24.738,-0.000,19.561,25.728,10.151,22.364,25.637,16.254,22.972,25.928,25.561,22.758,25.850,31.715,23.258,26.112,41.011,23.031,26.101,47.283,23.463,26.544,56.488,23.417,26.499,62.831,24.079,26.847,72.310,24.144,26.643,78.801,24.873,27.122,88.958,25.036
23.500,23.500,23.500,77.816,90.133,82.789,18.355,-0.000,9.910,17.087,9.999,8.509,17.545,17.004,8.900,17.800,24.708,8.887,17.778,31.998,9.222,17.819,40.362,9.224,18.340,47.431,9.425,18.407,55.962,9.571,18.594,63.004,10.039,18.842,71.419,10.394,19.305,78.569,10.769,18.725,87.418,10.389,10.631,-0.000,20.574,9.378,10.016,22.426,9.571,16.352,22.946,9.450,25.468,22.671,9.850,31.487,23.190,9.644,40.659,22.899,10.055,46.974,23.411,10.050,55.984,23.269,10.552,61.944,23.993,10.412,71.202,24.010,10.762,77.233,24.808,10.153,87.385,25.130,24.738,-0.000,19.561,25.723,10.130,22.379,25.642,16.031,22.988,25.948,25.211,22.779,25.879,31.172,23.284,26.154,40.341,23.061,26.155,46.430,23.493,26.623,55.501,23.460,26.587,61.664,24.133,26.953,71.030,24.217,26.748,77.356,24.963,27.219,87.451,25.143
24.000,24.000,24.000,77.816,90.133,82.789,18.355,-0.000,9.910,17.087,9.999,8.509,17.545,17.004,8.900,17.800,24.708,8.887,17.778,31.998,9.222,17.819,40.362,9.224,18.340,47.431,9.425,18.407,55.962,9.571,18.594,63.004,10.039,18.842,71.419,10.394,19.305,78.569,10.769,18.725,87.418,10.389,10.631,-0.000,20.574,9.378,10.016,22.426,9.571,16.352,22.946,9.450,25.468,22.671,9.850,31.487,23.190,9.644,40.659,22.899,10.055,46.974,23.411,10.050,55.984,23.269,10.552,61.944,23.993,10.412,71.202,24.010,10.762,77.233,24.808,10.153,87.385,25.130,24.738,-0.000,19.561,25.723,10.130,22.379,25.642,16.031,22.988,25.948,25.211,22.779,25.879,31.172,23.284,26.154,40.341,23.061,26.155,46.430,23.493,26.623,55.501,23.460,26.587,61.664,24.133,26.953,71.030,24.217,26.748,77.356,24.963,27.219,87.451,25.143
24.500,24.500,24.500,77.816,90.133,82.789,18.355,-0.000,9.910,17.087,9.999,8.509,17.545,17.004,8.900,17.800,24.708,8.887,17.778,31.998,9.222,17.819,40.362,9.224,18.340,47.431,9.425,18.407,55.962,9.571,18.594,63.004,10.039,18.842,71.419,10.394,19.305,78.569,10.769,18.725,87.418,10.389,10.631,-0.000,20.574,9.378,10.016,22.426,9.571,16.352,22.946,9.450,25.468,22.671,9.850,31.487,23.190,9.644,40.659,22.899,10.055,46.974,23.411,10.050,55.984,23.269,10.552,61.944,23.993,10.412,71.202,24.010,10.762,77.233,24.808,10.153,87.385,25.130,24.738,-0.000,19.561,25.723,10.130,22.379,25.642,16.031,22.988,25.948,25.211,22.779,25.879,31.172,23.284,26.154,40.341,23.061,26.155,46.430,23.493,26.623,55.501,23.460,26.587,61.664,24.133,26.953,71.030,24.217,26.748,77.356,24.963,27.219,87.451,25.143
