L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36
25.000,25.000,25.000,80.195,93.064,85.095,18.355,-0.000,9.910,17.088,9.942,8.493,17.553,16.860,8.897,17.819,24.303,8.888,17.808,31.522,9.230,17.863,39.673,9.231,18.403,46.661,9.440,18.493,54.977,9.589,18.694,61.935,10.070,18.953,70.145,10.436,19.425,77.216,10.834,18.843,85.908,10.483,10.631,-0.000,20.574,9.387,9.987,22.438,9.579,16.160,22.961,9.473,25.147,22.689,9.881,30.977,23.210,9.688,40.024,22.921,10.109,46.171,23.433,10.126,55.043,23.298,10.642,60.805,24.032,10.516,69.943,24.065,10.872,75.781,24.878,10.268,85.877,25.222,24.738,-0.000,19.561,25.718,10.110,22.393,25.646,15.808,23.004,25.968,24.861,22.799,25.908,30.628,23.309,26.196,39.671,23.088,26.209,45.577,23.520,26.700,54.512,23.499,26.674,60.496,24.182,27.057,69.748,24.285,26.853,75.911,25.045,27.315,85.943,25.242
25.500,25.500,25.500,80.195,93.064,85.095,18.355,-0.000,9.910,17.088,9.942,8.493,17.553,16.860,8.897,17.819,24.303,8.888,17.808,31.522,9.230,17.863,39.673,9.231,18.403,46.661,9.440,18.493,54.977,9.589,18.694,61.935,10.070,18.953,70.145,10.436,19.425,77.216,10.834,18.843,85.908,10.483,10.631,-0.000,20.574,9.387,9.987,22.438,9.579,16.160,22.961,9.473,25.147,22.689,9.881,30.977,23.210,9.688,40.024,22.921,10.109,46.171,23.433,10.126,55.043,23.298,10.642,60.805,24.032,10.516,69.943,24.065,10.872,75.781,24.878,10.268,85.877,25.222,24.738,-0.000,19.561,25.718,10.110,22.393,25.646,15.808,23.004,25.968,24.861,22.799,25.908,30.628,23.309,26.196,39.671,23.088,26.209,45.577,23.520,26.700,54.512,23.499,26.674,60.496,24.182,27.057,69.748,24.285,26.853,75.911,25.045,27.315,85.943,25.242
26.000,26.000,26.000,80.195,93.064,85.095,18.355,-0.000,9.910,17.088,9.942,8.493,17.553,16.860,8.897,17.819,24.303,8.888,17.808,31.522,9.230,17.863,39.673,9.231,18.403,46.661,9.440,18.493,54.977,9.589,18.694,61.935,10.070,18.953,70.145,10.436,19.425,77.216,10.834,18.843,85.908,10.483,10.631,-0.000,20.574,9.387,9.987,22.438,9.579,16.160,22.961,9.473,25.147,22.689,9.881,30.977,23.210,9.688,40.024,22.921,10.109,46.171,23.433,10.126,55.043,23.298,10.642,60.805,24.032,10.516,69.943,24.065,10.872,75.781,24.878,10.268,85.877,25.222,24.738,-0.000,19.561,25.718,10.110,22.393,25.646,15.808,23.004,25.968,24.861,22.799,25.908,30.628,23.309,26.196,39.671,23.088,26.209,45.577,23.520,26.700,54.512,23.499,26.674,60.496,24.182,27.057,69.748,24.285,26.853,75.911,25.045,27.315,85.943,25.242
26.500,26.500,26.500,82.541,95.949,87.356,18.355,-0.000,9.910,17.088,9.885,8.478,17.562,16.716,8.894,17.839,23.898,8.888,17.838,31.046,9.237,17.907,38.983,9.236,18.466,45.890,9.453,18.577,53.992,9.604,18.793,60.865,10.098,19.064,68.870,10.472,19.545,75.861,10.892,18.961,84.398,10.569,10.631,-0.000,20.574,9.396,9.957,22.449,9.587,15.969,22.975,9.497,24.826,22.705,9.913,30.468,23.229,9.732,39.388,22.940,10.162,45.368,23.452,10.202,54.101,23.325,10.730,59.665,24.067,10.619,68.684,24.115,10.980,74.328,24.940,10.381,84.369,25.305,24.738,-0.000,19.561,25.713,10.090,22.407,25.649,15.584,23.019,25.988,24.511,22.818,25.936,30.084,23.332,26.237,39.000,23.113,26.262,44.723,23.544,26.777,53.522,23.536,26.760,59.327,24.226,27.161,68.465,24.348,26.957,74.464,25.122,27.410,84.436,25.333
27.000,27.000,27.000,82.541,95.949,87.356,18.355,-0.000,9.910,17.088,9.885,8.478,17.562,16.716,8.894,17.839,23.898,8.888,17.838,31.046,9.237,17.907,38.983,9.236,18.466,45.890,9.453,18.577,53.992,9.604,18.793,60.865,10.098,19.064,68.870,10.472,19.545,75.861,10.892,18.961,84.398,10.569,10.631,-0.000,20.574,9.396,9.957,22.449,9.587,15.969,22.975,9.497,24.826,22.705,9.913,30.468,23.229,9.732,39.388,22.940,10.162,45.368,23.452,10.202,54.101,23.325,10.730,59.665,24.067,10.619,68.684,24.115,10.980,74.328,24.940,10.381,84.369,25.305,24.738,-0.000,19.561,25.713,10.090,22.407,25.649,15.584,23.019,25.988,24.511,22.818,25.936,30.084,23.332,26.237,39.000,23.113,26.262,44.723,23.544,26.777,53.522,23.536,26.760,59.327,24.226,27.161,68.465,24.348,26.957,74.464,25.122,27.410,84.436,25.333
27.500,27.500,27.500,74.352,86.156,77.750,18.355,-0.000,9.910,17.088,9.847,8.467,17.568,16.620,8.891,17.854,23.628,8.888,17.863,30.728,9.241,17.943,38.523,9.239,18.516,45.375,9.460,18.645,53.332,9.612,18.873,60.148,10.115,19.153,68.017,10.493,19.641,74.955,10.926,19.056,83.391,10.619,10.631,-0.000,20.574,9.402,9.937,22.457,9.594,15.845,22.983,9.516,24.614,22.715,9.939,30.130,23.240,9.769,38.967,22.952,10.206,44.835,23.463,10.264,53.474,23.341,10.802,58.905,24.086,10.703,67.844,24.143,11.068,73.357,24.975,10.472,83.364,25.353,24.738,-0.000,19.561,25.710,10.077,22.416,25.651,15.434,23.028,26.003,24.275,22.830,25.958,29.718,23.345,26.271,38.548,23.129,26.305,44.149,23.559,26.839,52.857,23.559,26.828,58.542,24.253,27.244,67.605,24.386,27.041,73.497,25.167,27.490,83.430,25.388
28.000,28.000,28.000,74.352,86.156,77.750,18.355,-0.000,9.910,17.088,9.847,8.467,17.568,16.620,8.891,17.854,23.628,8.888,17.863,30.728,9.241,17.943,38.523,9.239,18.516,45.375,9.460,18.645,53.332,9.612,18.873,60.148,10.115,19.153,68.017,10.493,19.641,74.955,10.926,19.056,83.391,10.619,10.631,-0.000,20.574,9.402,9.937,22.457,9.594,15.845,22.983,9.516,24.614,22.715,9.939,30.130,23.240,9.769,38.967,22.952,10.206,44.835,23.463,10.264,53.474,23.341,10.802,58.905,24.086,10.703,67.844,24.143,11.068,73.357,24.975,10.472,83.364,25.353,24.738,-0.000,19.561,25.710,10.077,22.416,25.651,15.434,23.028,26.003,24.275,22.830,25.958,29.718,23.345,26.271,38.548,23.129,26.305,44.149,23.559,26.839,52.857,23.559,26.828,58.542,24.253,27.244,67.605,24.386,27.041,73.497,25.167,27.490,83.430,25.388
28.500,28.500,28.500,74.352,86.156,77.750,18.355,-0.000,9.910,17.088,9.847,8.467,17.568,16.620,8.891,17.854,23.628,8.888,17.863,30.728,9.241,17.943,38.523,9.239,18.516,45.375,9.460,18.645,53.332,9.612,18.873,60.148,10.115,19.153,68.017,10.493,19.641,74.955,10.926,19.056,83.391,10.619,10.631,-0.000,20.574,9.402,9.937,22.457,9.594,15.845,22.983,9.516,24.614,22.715,9.939,30.130,23.240,9.769,38.967,22.952,10.206,44.835,23.463,10.264,53.474,23.341,10.802,58.905,24.086,10.703,67.844,24.143,11.068,73.357,24.975,10.472,83.364,25.353,24.738,-0.000,19.561,25.710,10.077,22.416,25.651,15.434,23.028,26.003,24.275,22.830,25.958,29.718,23.345,26.271,38.548,23.129,26.305,44.149,23.559,26.839,52.857,23.559,26.828,58.542,24.253,27.244,67.605,24.386,27.041,73.497,25.167,27.490,83.430,25.388
29.000,29.000,29.000,86.459,100.747,91.124,18.355,-0.000,9.910,17.088,9.791,8.453,17.576,16.476,8.888,17.872,23.223,8.888,17.892,30.252,9.248,17.984,37.833,9.243,18.576,44.605,9.471,18.725,52.346,9.624,18.969,59.076,10.138,19.259,66.740,10.522,19.756,73.598,10.975,19.169,81.880,10.694,10.631,-0.000,20.574,9.412,9.908,22.468,9.602,15.655,22.995,9.539,24.293,22.730,9.970,29.622,23.256,9.812,38.333,22.969,10.256,44.034,23.479,10.336,52.533,23.363,10.886,57.766,24.114,10.802,66.584,24.185,11.171,71.904,25.026,10.580,81.855,25.426,24.738,-0.000,19.561,25.705,10.057,22.430,25.653,15.211,23.042,26.021,23.924,22.847,25.983,29.174,23.366,26.310,37.877,23.152,26.354,43.295,23.581,26.911,51.867,23.592,26.908,57.372,24.291,27.341,66.321,24.441,27.138,72.049,25.233,27.579,81.921,25.469
29.500,29.500,29.500,86.459,100.747,91.124,18.355,-0.000,9.910,17.088,9.791,8.453,17.576,16.476,8.888,17.872,23.223,8.888,17.892,30.252,9.248,17.984,37.833,9.243,18.576,44.605,9.471,18.725,52.346,9.624,18.969,59.076,10.138,19.259,66.740,10.522,19.756,73.598,10.975,19.169,81.880,10.694,10.631,-0.000,20.574,9.412,9.908,22.468,9.602,15.655,22.995,9.539,24.293,22.730,9.970,29.622,23.256,9.812,38.333,22.969,10.256,44.034,23.479,10.336,52.533,23.363,10.886,57.766,24.114,10.802,66.584,24.185,11.171,71.904,25.026,10.580,81.855,25.426,24.738,-0.000,19.561,25.705,10.057,22.430,25.653,15.211,23.042,26.021,23.924,22.847,25.983,29.174,23.366,26.310,37.877,23.152,26.354,43.295,23.581,26.911,51.867,23.592,26.908,57.372,24.291,27.341,66.321,24.441,27.138,72.049,25.233,27.579,81.921,25.469
30.000,30.000,30.000,86.459,100.747,91.124,18.355,-0.000,9.910,17.088,9.791,8.453,17.576,16.476,8.888,17.872,23.223,8.888,17.892,30.252,9.248,17.984,37.833,9.243,18.576,44.605,9.471,18.725,52.346,9.624,18.969,59.076,10.138,19.259,66.740,10.522,19.756,73.598,10.975,19.169,81.880,10.694,10.631,-0.000,20.574,9.412,9.908,22.468,9.602,15.655,22.995,9.539,24.293,22.730,9.970,29.622,23.256,9.812,38.333,22.969,10.256,44.034,23.479,10.336,52.533,23.363,10.886,57.766,24.114,10.802,66.584,24.185,11.171,71.904,25.026,10.580,81.855,25.426,24.738,-0.000,19.561,25.705,10.057,22.430,25.653,15.211,23.042,26.021,23.924,22.847,25.983,29.174,23.366,26.310,37.877,23.152,26.354,43.295,23.581,26.911,51.867,23.592,26.908,57.372,24.291,27.341,66.321,24.441,27.138,72.049,25.233,27.579,81.921,25.469
30.500,30.500,30.500,88.687,103.429,93.140,18.355,-0.000,9.910,17.088,9.734,8.438,17.585,16.332,8.885,17.889,22.818,8.889,17.920,29.776,9.254,18.024,37.143,9.247,18.635,43.833,9.481,18.805,51.357,9.635,19.063,58.002,10.159,19.363,65.462,10.548,19.869,72.239,11.021,19.280,80.369,10.763,10.631,-0.000,20.574,9.421,9.878,22.478,9.611,15.465,23.007,9.563,23.973,22.744,10.000,29.114,23.272,9.855,37.698,22.985,10.307,43.232,23.494,10.408,51.591,23.384,10.968,56.626,24.140,10.899,65.324,24.223,11.273,70.449,25.073,10.686,80.347,25.492,24.738,-0.000,19.561,25.700,10.037,22.444,25.654,14.987,23.055,26.039,23.572,22.864,26.008,28.629,23.385,26.348,37.205,23.173,26.401,42.440,23.601,26.981,50.875,23.623,26.986,56.200,24.327,27.437,65.035,24.492,27.233,70.601,25.294,27.668,80.413,25.544
31.000,31.000,31.000,88.687,103.429,93.140,18.355,-0.000,9.910,17.088,9.734,8.438,17.585,16.332,8.885,17.889,22.818,8.889,17.920,29.776,9.254,18.024,37.143,9.247,18.635,43.833,9.481,18.805,51.357,9.635,19.063,58.002,10.159,19.363,65.462,10.548,19.869,72.239,11.021,19.280,80.369,10.763,10.631,-0.000,20.574,9.421,9.878,22.478,9.611,15.465,23.007,9.563,23.973,22.744,10.000,29.114,23.272,9.855,37.698,22.985,10.307,43.232,23.494,10.408,51.591,23.384,10.968,56.626,24.140,10.899,65.324,24.223,11.273,70.449,25.073,10.686,80.347,25.492,24.738,-0.000,19.561,25.700,10.037,22.444,25.654,14.987,23.055,26.039,23.572,22.864,26.008,28.629,23.385,26.348,37.205,23.173,26.401,42.440,23.601,26.981,50.875,23.623,26.986,56.200,24.327,27.437,65.035,24.492,27.233,70.601,25.294,27.668,80.413,25.544
31.500,31.500,31.500,88.687,103.429,93.140,18.355,-0.000,9.910,17.088,9.734,8.438,17.585,16.332,8.885,17.889,22.818,8.889,17.920,29.776,9.254,18.024,37.143,9.247,18.635,43.833,9.481,18.805,51.357,9.635,19.063,58.002,10.159,19.363,65.462,10.548,19.869,72.239,11.021,19.280,80.369,10.763,10.631,-0.000,20.574,9.421,9.878,22.478,9.611,15.465,23.007,9.563,23.973,22.744,10.000,29.114,23.272,9.855,37.698,22.985,10.307,43.232,23.494,10.408,51.591,23.384,10.968,56.626,24.140,10.899,65.324,24.223,11.273,70.449,25.073,10.686,80.347,25.492,24.738,-0.000,19.561,25.700,10.037,22.444,25.654,14.987,23.055,26.039,23.572,22.864,26.008,28.629,23.385,26.348,37.205,23.173,26.401,42.440,23.601,26.981,50.875,23.623,26.986,56.200,24.327,27.437,65.035,24.492,27.233,70.601,25.294,27.668,80.413,25.544
32.000,32.000,32.000,90.931,106.163,95.249,18.355,-0.000,9.910,17.089,9.678,8.424,17.593,16.188,8.881,17.906,22.413,8.889,17.948,29.299,9.259,18.064,36.453,9.250,18.692,43.061,9.491,18.881,50.368,9.644,19.154,56.926,10.178,19.465,64.183,10.571,19.980,70.878,11.062,19.389,78.858,10.827,10.631,-0.000,20.574,9.430,9.849,22.489,9.620,15.277,23.017,9.587,23.652,22.757,10.030,28.606,23.286,9.897,37.064,23.001,10.355,42.431,23.507,10.478,50.650,23.403,11.048,55.485,24.162,10.994,64.063,24.257,11.372,68.994,25.114,10.789,78.838,25.553,24.738,-0.000,19.561,25.695,10.017,22.457,25.655,14.764,23.067,26.056,23.220,22.879,26.032,28.084,23.403,26.385,36.531,23.194,26.446,41.584,23.619,27.049,49.881,23.652,27.060,55.026,24.359,27.530,63.748,24.540,27.326,69.151,25.350,27.754,78.904,25.613
32.500,32.500,32.500,90.931,106.163,95.249,18.355,-0.000,9.910,17.089,9.678,8.424,17.593,16.188,8.881,17.906,22.413,8.889,17.948,29.299,9.259,18.064,36.453,9.250,18.692,43.061,9.491,18.881,50.368,9.644,19.154,56.926,10.178,19.465,64.183,10.571,19.980,70.878,11.062,19.389,78.858,10.827,10.631,-0.000,20.574,9.430,9.849,22.489,9.620,15.277,23.017,9.587,23.652,22.757,10.030,28.606,23.286,9.897,37.064,23.001,10.355,42.431,23.507,10.478,50.650,23.403,11.048,55.485,24.162,10.994,64.063,24.257,11.372,68.994,25.114,10.789,78.838,25.553,24.738,-0.000,19.561,25.695,10.017,22.457,25.655,14.764,23.067,26.056,23.220,22.879,26.032,28.084,23.403,26.385,36.531,23.194,26.446,41.584,23.619,27.049,49.881,23.652,27.060,55.026,24.359,27.530,63.748,24.540,27.326,69.151,25.350,27.754,78.904,25.613
33.000,33.000,33.000,83.104,96.592,85.837,18.355,-0.000,9.910,17.089,9.640,8.415,17.599,16.093,8.878,17.919,22.143,8.889,17.971,28.981,9.262,18.097,35.993,9.251,18.740,42.546,9.497,18.944,49.706,9.650,19.229,56.206,10.189,19.549,63.326,10.583,20.071,69.967,11.085,19.479,77.849,10.863,10.631,-0.000,20.574,9.436,9.830,22.495,9.627,15.154,23.024,9.606,23.442,22.765,10.054,28.270,23.294,9.933,36.643,23.010,10.397,41.899,23.514,10.536,50.023,23.414,11.113,54.724,24.174,11.073,63.222,24.276,11.455,68.022,25.136,10.874,77.832,25.586,24.738,-0.000,19.561,25.692,10.004,22.466,25.655,14.612,23.074,26.070,22.982,22.889,26.051,27.716,23.414,26.416,36.078,23.207,26.484,41.008,23.631,27.105,49.213,23.670,27.122,54.238,24.379,27.606,62.885,24.569,27.403,68.182,25.384,27.828,77.897,25.654
33.500,33.500,33.500,83.104,96.592,85.837,18.355,-0.000,9.910,17.089,9.640,8.415,17.599,16.093,8.878,17.919,22.143,8.889,17.971,28.981,9.262,18.097,35.993,9.251,18.740,42.546,9.497,18.944,49.706,9.650,19.229,56.206,10.189,19.549,63.326,10.583,20.071,69.967,11.085,19.479,77.849,10.863,10.631,-0.000,20.574,9.436,9.830,22.495,9.627,15.154,23.024,9.606,23.442,22.765,10.054,28.270,23.294,9.933,36.643,23.010,10.397,41.899,23.514,10.536,50.023,23.414,11.113,54.724,24.174,11.073,63.222,24.276,11.455,68.022,25.136,10.874,77.832,25.586,24.738,-0.000,19.561,25.692,10.004,22.466,25.655,14.612,23.074,26.070,22.982,22.889,26.051,27.716,23.414,26.416,36.078,23.207,26.484,41.008,23.631,27.105,49.213,23.670,27.122,54.238,24.379,27.606,62.885,24.569,27.403,68.182,25.384,27.828,77.897,25.654
34.000,34.000,34.000,83.104,96.592,85.837,18.355,-0.000,9.910,17.089,9.640,8.415,17.599,16.093,8.878,17.919,22.143,8.889,17.971,28.981,9.262,18.097,35.993,9.251,18.740,42.546,9.497,18.944,49.706,9.650,19.229,56.206,10.189,19.549,63.326,10.583,20.071,69.967,11.085,19.479,77.849,10.863,10.631,-0.000,20.574,9.436,9.830,22.495,9.627,15.154,23.024,9.606,23.442,22.765,10.054,28.270,23.294,9.933,36.643,23.010,10.397,41.899,23.514,10.536,50.023,23.414,11.113,54.724,24.174,11.073,63.222,24.276,11.455,68.022,25.136,10.874,77.832,25.586,24.738,-0.000,19.561,25.692,10.004,22.466,25.655,14.612,23.074,26.070,22.982,22.889,26.051,27.716,23.414,26.416,36.078,23.207,26.484,41.008,23.631,27.105,49.213,23.670,27.122,54.238,24.379,27.606,62.885,24.569,27.403,68.182,25.384,27.828,77.897,25.654
34.500,34.500,34.500,94.705,110.724,98.760,18.355,-0.000,9.910,17.089,9.584,8.401,17.608,15.949,8.875,17.934,21.738,8.889,17.996,28.505,9.267,18.133,35.303,9.253,18.793,41.774,9.505,19.014,48.715,9.656,19.314,55.129,10.205,19.642,62.046,10.600,20.173,68.605,11.120,19.580,76.338,10.916,10.631,-0.000,20.574,9.445,9.800,22.505,9.636,14.966,23.033,9.629,23.122,22.777,10.081,27.763,23.307,9.972,36.010,23.023,10.441,41.100,23.525,10.601,49.082,23.430,11.186,53.583,24.191,11.160,61.961,24.304,11.546,66.567,25.168,10.968,76.323,25.637,24.738,-0.000,19.561,25.687,9.984,22.479,25.653,14.389,23.085,26.085,22.630,22.903,26.071,27.171,23.430,26.450,35.405,23.225,26.523,40.153,23.647,27.166,48.220,23.696,27.188,53.065,24.406,27.690,61.597,24.610,27.486,66.732,25.431,27.905,76.388,25.714
35.000,35.000,35.000,94.705,110.724,98.760,18.355,-0.000,9.910,17.089,9.584,8.401,17.608,15.949,8.875,17.934,21.738,8.889,17.996,28.505,9.267,18.133,35.303,9.253,18.793,41.774,9.505,19.014,48.715,9.656,19.314,55.129,10.205,19.642,62.046,10.600,20.173,68.605,11.120,19.580,76.338,10.916,10.631,-0.000,20.574,9.445,9.800,22.505,9.636,14.966,23.033,9.629,23.122,22.777,10.081,27.763,23.307,9.972,36.010,23.023,10.441,41.100,23.525,10.601,49.082,23.430,11.186,53.583,24.191,11.160,61.961,24.304,11.546,66.567,25.168,10.968,76.323,25.637,24.738,-0.000,19.561,25.687,9.984,22.479,25.653,14.389,23.085,26.085,22.630,22.903,26.071,27.171,23.430,26.450,35.405,23.225,26.523,40.153,23.647,27.166,48.220,23.696,27.188,53.065,24.406,27.690,61.597,24.610,27.486,66.732,25.431,27.905,76.388,25.714
35.500,35.500,35.500,94.705,110.724,98.760,18.355,-0.000,9.910,17.089,9.584,8.401,17.608,15.949,8.875,17.934,21.738,8.889,17.996,28.505,9.267,18.133,35.303,9.253,18.793,41.774,9.505,19.014,48.715,9.656,19.314,55.129,10.205,19.642,62.046,10.600,20.173,68.605,11.120,19.580,76.338,10.916,10.631,-0.000,20.574,9.445,9.800,22.505,9.636,14.966,23.033,9.629,23.122,22.777,10.081,27.763,23.307,9.972,36.010,23.023,10.441,41.100,23.525,10.601,49.082,23.430,11.186,53.583,24.191,11.160,61.961,24.304,11.546,66.567,25.168,10.968,76.323,25.637,24.738,-0.000,19.561,25.687,9.984,22.479,25.653,14.389,23.085,26.085,22.630,22.903,26.071,27.171,23.430,26.450,35.405,23.225,26.523,40.153,23.647,27.166,48.220,23.696,27.188,53.065,24.406,27.690,61.597,24.610,27.486,66.732,25.431,27.905,76.388,25.714
36.000,36.000,36.000,96.839,113.267,100.651,18.355,-0.000,9.910,17.089,9.528,8.388,17.616,15.805,8.871,17.947,21.333,8.889,18.020,28.028,9.271,18.167,34.613,9.255,18.844,41.002,9.513,19.081,47.724,9.662,19.395,54.050,10.218,19.732,60.764,10.614,20.273,67.241,11.150,19.677,74.826,10.965,10.631,-0.000,20.574,9.454,9.771,22.515,9.645,14.779,23.043,9.652,22.802,22.788,10.108,27.256,23.319,10.011,35.375,23.036,10.485,40.299,23.535,10.663,48.140,23.445,11.255,52.442,24.206,11.244,60.699,24.329,11.633,65.110,25.196,11.060,74.814,25.683,24.738,-0.000,19.561,25.682,9.964,22.492,25.651,14.166,23.096,26.100,22.277,22.917,26.090,26.626,23.445,26.481,34.731,23.242,26.560,39.297,23.662,27.224,47.225,23.720,27.250,51.889,24.430,27.770,60.307,24.648,27.566,65.281,25.475,27.979,74.878,25.769
36.500,36.500,36.500,96.839,113.267,100.651,18.355,-0.000,9.910,17.089,9.528,8.388,17.616,15.805,8.871,17.947,21.333,8.889,18.020,28.028,9.271,18.167,34.613,9.255,18.844,41.002,9.513,19.081,47.724,9.662,19.395,54.050,10.218,19.732,60.764,10.614,20.273,67.241,11.150,19.677,74.826,10.965,10.631,-0.000,20.574,9.454,9.771,22.515,9.645,14.779,23.043,9.652,22.802,22.788,10.108,27.256,23.319,10.011,35.375,23.036,10.485,40.299,23.535,10.663,48.140,23.445,11.255,52.442,24.206,11.244,60.699,24.329,11.633,65.110,25.196,11.060,74.814,25.683,24.738,-0.000,19.561,25.682,9.964,22.492,25.651,14.166,23.096,26.100,22.277,22.917,26.090,26.626,23.445,26.481,34.731,23.242,26.560,39.297,23.662,27.224,47.225,23.720,27.250,51.889,24.430,27.770,60.307,24.648,27.566,65.281,25.475,27.979,74.878,25.769
37.000,37.000,37.000,96.839,113.267,100.651,18.355,-0.000,9.910,17.089,9.528,8.388,17.616,15.805,8.871,17.947,21.333,8.889,18.020,28.028,9.271,18.167,34.613,9.255,18.844,41.002,9.513,19.081,47.724,9.662,19.395,54.050,10.218,19.732,60.764,10.614,20.273,67.241,11.150,19.677,74.826,10.965,10.631,-0.000,20.574,9.454,9.771,22.515,9.645,14.779,23.043,9.652,22.802,22.788,10.108,27.256,23.319,10.011,35.375,23.036,10.485,40.299,23.535,10.663,48.140,23.445,11.255,52.442,24.206,11.244,60.699,24.329,11.633,65.110,25.196,11.060,74.814,25.683,24.738,-0.000,19.561,25.682,9.964,22.492,25.651,14.166,23.096,26.100,22.277,22.917,26.090,26.626,23.445,26.481,34.731,23.242,26.560,39.297,23.662,27.224,47.225,23.720,27.250,51.889,24.430,27.770,60.307,24.648,27.566,65.281,25.475,27.979,74.878,25.769
37.500,37.500,37.500,96.839,113.267,100.651,18.355,-0.000,9.910,17.089,9.528,8.388,17.616,15.805,8.871,17.947,21.333,8.889,18.020,28.028,9.271,18.167,34.613,9.255,18.844,41.002,9.513,19.081,47.724,9.662,19.395,54.050,10.218,19.732,60.764,10.614,20.273,67.241,11.150,19.677,74.826,10.965,10.631,-0.000,20.574,9.454,9.771,22.515,9.645,14.779,23.043,9.652,22.802,22.788,10.108,27.256,23.319,10.011,35.375,23.036,10.485,40.299,23.535,10.663,48.140,23.445,11.255,52.442,24.206,11.244,60.699,24.329,11.633,65.110,25.196,11.060,74.814,25.683,24.738,-0.000,19.561,25.682,9.964,22.492,25.651,14.166,23.096,26.100,22.277,22.917,26.090,26.626,23.445,26.481,34.731,23.242,26.560,39.297,23.662,27.224,47.225,23.720,27.250,51.889,24.430,27.770,60.307,24.648,27.566,65.281,25.475,27.979,74.878,25.769
37.500,37.500,37.500,73.530,83.973,71.535,18.355,-0.000,9.910,17.090,9.460,8.372,17.642,15.623,8.862,18.001,20.801,8.886,18.121,27.400,9.274,18.316,33.698,9.263,19.051,39.976,9.536,19.351,46.381,9.690,19.719,52.587,10.255,20.099,59.021,10.643,20.672,65.386,11.193,20.083,72.798,11.020,10.631,-0.000,20.574,9.465,9.739,22.527,9.669,14.572,23.047,9.727,22.415,22.799,10.205,26.621,23.327,10.170,34.569,23.053,10.671,39.267,23.552,10.923,46.913,23.481,11.541,50.917,24.231,11.592,59.023,24.370,11.997,63.146,25.216,11.428,72.793,25.724,24.738,-0.000,19.561,25.674,9.942,22.510,25.649,13.839,23.108,26.160,21.768,22.932,26.172,25.843,23.459,26.623,33.772,23.272,26.727,38.078,23.691,27.472,45.814,23.774,27.523,50.241,24.480,28.107,58.518,24.718,27.915,63.309,25.540,28.335,72.853,25.844
37.000,37.500,37.500,73.708,84.066,71.191,18.355,-0.000,9.910,17.090,9.463,8.373,17.649,15.628,8.861,18.021,20.807,8.886,18.159,27.406,9.276,18.376,33.704,9.271,19.131,39.980,9.550,19.454,46.375,9.709,19.842,52.579,10.277,20.239,59.007,10.664,20.822,65.371,11.213,20.239,72.790,11.037,10.631,-0.000,20.574,9.464,9.742,22.526,9.675,14.594,23.044,9.752,22.437,22.799,10.240,26.643,23.327,10.231,34.591,23.060,10.746,39.288,23.562,11.025,46.930,23.499,11.652,50.917,24.247,11.727,59.027,24.390,12.138,63.133,25.228,11.570,72.786,25.737,24.738,-0.000,19.561,25.674,9.944,22.510,25.651,13.822,23.108,26.183,21.747,22.934,26.205,25.813,23.460,26.680,33.738,23.281,26.796,38.036,23.704,27.570,45.768,23.794,27.634,50.198,24.501,28.239,58.481,24.743,28.054,63.289,25.563,28.480,72.845,25.867
36.500,37.500,37.500,71.452,85.075,71.538,18.355,-0.000,9.910,17.088,9.476,8.376,17.660,15.654,8.866,18.057,20.887,8.907,18.226,27.494,9.326,18.481,33.842,9.369,19.274,40.122,9.706,19.644,46.574,9.952,20.067,52.780,10.617,20.498,59.294,11.151,21.097,65.659,11.856,20.519,73.198,11.904,10.631,-0.000,20.574,9.463,9.748,22.526,9.686,14.645,23.047,9.794,22.489,22.823,10.302,26.713,23.372,10.340,34.658,23.159,10.880,39.359,23.706,11.205,46.982,23.740,11.851,50.938,24.551,11.966,59.022,24.860,12.386,63.075,25.795,11.812,72.711,26.573,24.738,-0.000,19.561,25.674,9.946,22.511,25.656,13.806,23.112,26.223,21.724,22.957,26.263,25.787,23.500,26.782,33.705,23.379,26.921,37.999,23.843,27.744,45.706,24.029,27.831,50.142,24.809,28.474,58.396,25.218,28.298,63.218,26.164,28.737,72.770,26.735
