L1,L2,F1,F2,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
-21.800,21.800,0.100,152.064,44.810,45.290,13.420,45.021,45.361,13.000,49.137,46.749,12.862,49.477,46.897,13.228
-21.800,21.800,0.100,152.064,44.810,45.290,13.420,45.021,45.361,13.000,49.137,46.749,12.862,49.477,46.897,13.228
-21.800,21.800,0.100,151.925,44.833,45.264,13.185,45.029,45.353,12.772,49.136,46.742,12.726,49.479,46.886,13.090
-21.800,21.800,0.100,151.871,44.814,45.290,13.499,45.029,45.356,13.076,49.139,46.741,12.908,49.478,46.891,13.274
-21.800,21.800,0.100,151.871,44.814,45.290,13.499,45.029,45.356,13.076,49.139,46.741,12.908,49.478,46.891,13.274
-21.800,21.800,0.100,151.615,44.823,45.236,13.091,45.014,45.330,12.678,49.129,46.733,12.671,49.473,46.874,13.035
-21.800,21.800,0.100,151.578,44.828,45.311,13.624,45.050,45.367,13.197,49.147,46.759,12.980,49.484,46.911,13.346
-21.800,21.800,0.100,151.040,44.808,45.206,12.966,44.992,45.308,12.553,49.118,46.740,12.602,49.465,46.878,12.966
-21.800,21.800,0.100,151.040,44.808,45.206,12.966,44.992,45.308,12.553,49.118,46.740,12.602,49.465,46.878,12.966
-21.800,21.800,0.100,151.009,44.843,45.340,13.769,45.071,45.384,13.334,49.151,46.796,13.059,49.487,46.950,13.426
-21.800,21.800,0.100,150.257,44.782,45.185,12.865,44.961,45.290,12.451,49.102,46.761,12.552,49.450,46.896,12.916
-21.800,21.800,0.100,150.257,44.782,45.185,12.865,44.961,45.290,12.451,49.102,46.761,12.552,49.450,46.896,12.916
-21.800,21.800,0.100,150.416,44.841,45.361,13.861,45.071,45.394,13.422,49.142,46.827,13.107,49.477,46.983,13.475
-21.800,21.800,0.100,149.744,44.754,45.180,12.822,44.933,45.286,12.405,49.085,46.776,12.532,49.432,46.910,12.897
-21.800,21.800,0.100,149.744,44.754,45.180,12.822,44.933,45.286,12.405,49.085,46.776,12.532,49.432,46.910,12.897
-21.800,21.800,0.100,150.139,44.831,45.370,13.895,45.061,45.399,13.454,49.130,46.839,13.126,49.466,46.995,13.494
-21.800,21.800,0.100,149.575,44.740,45.181,12.808,44.919,45.286,12.390,49.076,46.780,12.524,49.424,46.913,12.889
