L1,L2,F1,F2,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
19.500,-19.500,130.350,0.100,-24.133,51.307,13.588,-23.937,51.195,13.213,-20.176,48.976,13.406,-19.882,48.704,13.807
19.400,-19.400,130.350,0.100,-24.133,51.307,13.588,-23.937,51.195,13.213,-20.176,48.976,13.406,-19.882,48.704,13.807
19.300,-19.300,128.634,0.100,-24.169,51.733,13.594,-23.977,51.617,13.219,-20.274,49.309,13.406,-19.986,49.031,13.807
19.200,-19.200,128.390,0.100,-24.137,52.048,13.599,-23.947,51.928,13.224,-20.275,49.564,13.409,-19.991,49.281,13.810
19.100,-19.100,128.390,0.100,-24.137,52.048,13.599,-23.947,51.928,13.224,-20.275,49.564,13.409,-19.991,49.281,13.810
19.000,-19.000,126.750,0.100,-24.154,52.494,13.605,-23.967,52.370,13.231,-20.362,49.919,13.412,-20.084,49.630,13.812
18.900,-18.900,126.521,0.100,-24.110,52.817,13.610,-23.925,52.690,13.235,-20.350,50.181,13.413,-20.078,49.889,13.813
18.800,-18.800,126.521,0.100,-24.110,52.817,13.610,-23.925,52.690,13.235,-20.350,50.181,13.413,-20.078,49.889,13.813
18.700,-18.700,124.908,0.100,-24.116,53.271,13.616,-23.934,53.140,13.241,-20.431,50.548,13.417,-20.165,50.249,13.816
18.600,-18.600,124.673,0.100,-24.063,53.596,13.621,-23.884,53.462,13.246,-20.413,50.812,13.418,-20.152,50.510,13.818
18.500,-18.500,124.673,0.100,-24.063,53.596,13.621,-23.884,53.462,13.246,-20.413,50.812,13.418,-20.152,50.510,13.818
18.400,-18.400,123.069,0.100,-24.057,54.055,13.628,-23.882,53.917,13.252,-20.488,51.188,13.422,-20.233,50.879,13.821
18.300,-18.300,122.828,0.100,-23.996,54.380,13.632,-23.823,54.240,13.257,-20.462,51.454,13.423,-20.213,51.143,13.822
18.200,-18.200,122.390,0.100,-23.956,54.676,13.637,-23.785,54.533,13.262,-20.472,51.704,13.427,-20.228,51.388,13.826
18.100,-18.100,122.390,0.100,-23.956,54.676,13.637,-23.785,54.533,13.262,-20.472,51.704,13.427,-20.228,51.388,13.826
18.000,-18.000,120.638,0.100,-23.945,55.118,13.645,-23.777,54.971,13.270,-20.532,52.060,13.430,-20.294,51.740,13.828
17.900,-17.900,120.418,0.100,-23.877,55.441,13.648,-23.712,55.291,13.272,-20.511,52.334,13.431,-20.278,52.010,13.829
17.800,-17.800,120.418,0.100,-23.877,55.441,13.648,-23.712,55.291,13.272,-20.511,52.334,13.431,-20.278,52.010,13.829
17.700,-17.700,118.752,0.100,-23.842,55.903,13.655,-23.681,55.749,13.279,-20.557,52.714,13.435,-20.331,52.386,13.832
17.600,-17.600,118.536,0.100,-23.760,56.232,13.657,-23.602,56.075,13.281,-20.521,52.993,13.435,-20.301,52.661,13.833
17.500,-17.500,118.536,0.100,-23.760,56.232,13.657,-23.602,56.075,13.281,-20.521,52.993,13.435,-20.301,52.661,13.833
17.400,-17.400,116.901,0.100,-23.714,56.700,13.664,-23.559,56.540,13.288,-20.561,53.385,13.439,-20.348,53.048,13.836
17.300,-17.300,116.672,0.100,-23.624,57.029,13.667,-23.472,56.867,13.291,-20.518,53.663,13.439,-20.310,53.324,13.836
17.200,-17.200,116.672,0.100,-23.624,57.029,13.667,-23.472,56.867,13.291,-20.518,53.663,13.439,-20.310,53.324,13.836
17.100,-17.100,115.047,0.100,-23.565,57.501,13.673,-23.418,57.335,13.297,-20.550,54.064,13.443,-20.350,53.719,13.840
17.000,-17.000,114.809,0.100,-23.467,57.829,13.676,-23.322,57.661,13.300,-20.499,54.343,13.444,-20.305,53.997,13.840
16.900,-16.900,114.809,0.100,-23.467,57.829,13.676,-23.322,57.661,13.300,-20.499,54.343,13.444,-20.305,53.997,13.840
16.800,-16.800,113.188,0.100,-23.395,58.303,13.683,-23.255,58.132,13.306,-20.522,54.750,13.448,-20.336,54.399,13.844
16.700,-16.700,112.944,0.100,-23.288,58.631,13.686,-23.150,58.458,13.309,-20.463,55.030,13.448,-20.283,54.677,13.844
16.600,-16.600,112.461,0.100,-23.206,58.927,13.690,-23.072,58.751,13.313,-20.438,55.290,13.452,-20.262,54.934,13.848
16.500,-16.500,112.461,0.100,-23.206,58.927,13.690,-23.072,58.751,13.313,-20.438,55.290,13.452,-20.262,54.934,13.848
16.400,-16.400,110.725,0.100,-23.133,59.383,13.697,-23.003,59.204,13.320,-20.455,55.679,13.454,-20.286,55.320,13.850
16.300,-16.300,110.479,0.100,-23.019,59.706,13.699,-22.891,59.525,13.322,-20.395,55.962,13.455,-20.232,55.601,13.851
16.200,-16.200,110.479,0.100,-23.019,59.706,13.699,-22.891,59.525,13.322,-20.395,55.962,13.455,-20.232,55.601,13.851
16.100,-16.100,108.823,0.100,-22.917,60.180,13.704,-22.794,59.996,13.327,-20.390,56.375,13.458,-20.236,56.010,13.853
16.000,-16.000,108.587,0.100,-22.788,60.507,13.706,-22.668,60.322,13.329,-20.316,56.663,13.458,-20.167,56.296,13.853
15.900,-15.900,108.587,0.100,-22.788,60.507,13.706,-22.668,60.322,13.329,-20.316,56.663,13.458,-20.167,56.296,13.853
15.800,-15.800,106.952,0.100,-22.673,60.985,13.711,-22.558,60.797,13.334,-20.302,57.084,13.461,-20.162,56.714,13.856
15.700,-15.700,106.705,0.100,-22.536,61.311,13.713,-22.424,61.121,13.336,-20.221,57.371,13.461,-20.086,57.000,13.856
15.600,-15.600,106.705,0.100,-22.536,61.311,13.713,-22.424,61.121,13.336,-20.221,57.371,13.461,-20.086,57.000,13.856
15.500,-15.500,105.074,0.100,-22.410,61.789,13.719,-22.303,61.596,13.342,-20.199,57.798,13.465,-20.072,57.423,13.859
15.400,-15.400,104.820,0.100,-22.265,62.113,13.721,-22.161,61.919,13.343,-20.110,58.085,13.465,-19.989,57.710,13.859
15.300,-15.300,104.820,0.100,-22.265,62.113,13.721,-22.161,61.919,13.343,-20.110,58.085,13.465,-19.989,57.710,13.859
15.200,-15.200,103.189,0.100,-22.125,62.591,13.726,-22.026,62.394,13.349,-20.076,58.516,13.468,-19.965,58.138,13.862
15.100,-15.100,102.933,0.100,-21.971,62.914,13.728,-21.875,62.715,13.350,-19.980,58.804,13.468,-19.874,58.425,13.862
15.000,-15.000,102.933,0.100,-21.971,62.914,13.728,-21.875,62.715,13.350,-19.980,58.804,13.468,-19.874,58.425,13.862
14.900,-14.900,101.301,0.100,-21.818,63.391,13.733,-21.727,63.191,13.355,-19.935,59.239,13.472,-19.838,58.857,13.865
14.800,-14.800,101.041,0.100,-21.655,63.712,13.734,-21.567,63.510,13.357,-19.832,59.527,13.471,-19.740,59.145,13.864
14.700,-14.700,101.041,0.100,-21.655,63.712,13.734,-21.567,63.510,13.357,-19.832,59.527,13.471,-19.740,59.145,13.864
14.600,-14.600,99.407,0.100,-21.490,64.189,13.739,-21.407,63.985,13.362,-19.775,59.965,13.475,-19.693,59.581,13.868
14.500,-14.500,99.144,0.100,-21.318,64.507,13.740,-21.239,64.302,13.363,-19.664,60.255,13.474,-19.587,59.870,13.867
14.400,-14.400,98.610,0.100,-21.181,64.792,13.744,-21.105,64.586,13.366,-19.589,60.520,13.477,-19.517,60.134,13.870
14.300,-14.300,98.610,0.100,-21.181,64.792,13.744,-21.105,64.586,13.366,-19.589,60.520,13.477,-19.517,60.134,13.870
14.200,-14.200,96.884,0.100,-21.018,65.249,13.749,-20.947,65.042,13.371,-19.533,60.940,13.479,-19.470,60.553,13.872
14.100,-14.100,96.611,0.100,-20.840,65.561,13.749,-20.772,65.352,13.372,-19.417,61.229,13.479,-19.359,60.842,13.871
14.000,-14.000,96.611,0.100,-20.840,65.561,13.749,-20.772,65.352,13.372,-19.417,61.229,13.479,-19.359,60.842,13.871
13.900,-13.900,94.960,0.100,-20.642,66.033,13.754,-20.580,65.822,13.376,-19.331,61.671,13.481,-19.282,61.282,13.873
13.800,-13.800,94.701,0.100,-20.448,66.346,13.753,-20.388,66.135,13.376,-19.200,61.962,13.480,-19.157,61.574,13.872
13.700,-13.700,94.701,0.100,-20.448,66.346,13.753,-20.388,66.135,13.376,-19.200,61.962,13.480,-19.157,61.574,13.872
13.600,-13.600,93.060,0.100,-20.238,66.817,13.758,-20.184,66.605,13.380,-19.103,62.408,13.483,-19.069,62.018,13.875
13.500,-13.500,92.790,0.100,-20.038,67.127,13.758,-19.987,66.913,13.380,-18.967,62.698,13.482,-18.938,62.308,13.874
13.400,-13.400,92.790,0.100,-20.038,67.127,13.758,-19.987,66.913,13.380,-18.967,62.698,13.482,-18.938,62.308,13.874
13.300,-13.300,91.145,0.100,-19.816,67.594,13.762,-19.771,67.380,13.384,-18.860,63.145,13.485,-18.840,62.755,13.876
13.200,-13.200,90.870,0.100,-19.608,67.900,13.762,-19.566,67.685,13.384,-18.716,63.434,13.484,-18.702,63.044,13.875
13.100,-13.100,90.305,0.100,-19.440,68.173,13.765,-19.401,67.958,13.387,-18.611,63.697,13.486,-18.602,63.307,13.877
13.000,-13.000,90.305,0.100,-19.440,68.173,13.765,-19.401,67.958,13.387,-18.611,63.697,13.486,-18.602,63.307,13.877
12.900,-12.900,88.585,0.100,-19.223,68.622,13.770,-19.190,68.405,13.391,-18.507,64.128,13.488,-18.507,63.738,13.879
12.800,-12.800,88.297,0.100,-19.008,68.920,13.769,-18.978,68.703,13.391,-18.357,64.415,13.487,-18.362,64.026,13.878
12.700,-12.700,88.297,0.100,-19.008,68.920,13.769,-18.978,68.703,13.391,-18.357,64.415,13.487,-18.362,64.026,13.878
12.600,-12.600,86.647,0.100,-18.754,69.380,13.773,-18.729,69.162,13.395,-18.218,64.864,13.489,-18.232,64.475,13.880
12.500,-12.500,86.374,0.100,-18.523,69.679,13.772,-18.502,69.461,13.393,-18.052,65.152,13.487,-18.072,64.765,13.878
12.400,-12.400,85.797,0.100,-18.337,69.944,13.773,-18.319,69.726,13.395,-17.930,65.414,13.489,-17.955,65.026,13.880
12.300,-12.300,85.797,0.100,-18.337,69.944,13.773,-18.319,69.726,13.395,-17.930,65.414,13.489,-17.955,65.026,13.880
12.200,-12.200,84.079,0.100,-18.092,70.385,13.778,-18.079,70.166,13.399,-17.799,65.848,13.491,-17.832,65.461,13.881
12.100,-12.100,83.782,0.100,-17.859,70.674,13.777,-17.849,70.455,13.399,-17.630,66.131,13.490,-17.669,65.746,13.880
12.000,-12.000,83.782,0.100,-17.859,70.674,13.777,-17.849,70.455,13.399,-17.630,66.131,13.490,-17.669,65.746,13.880
11.900,-11.900,82.131,0.100,-17.574,71.124,13.780,-17.570,70.906,13.402,-17.463,66.581,13.492,-17.510,66.197,13.882
11.800,-11.800,81.850,0.100,-17.324,71.413,13.779,-17.324,71.194,13.400,-17.278,66.866,13.490,-17.331,66.483,13.880
11.700,-11.700,81.850,0.100,-17.324,71.413,13.779,-17.324,71.194,13.400,-17.278,66.866,13.490,-17.331,66.483,13.880
11.600,-11.600,80.201,0.100,-17.029,71.859,13.782,-17.034,71.640,13.403,-17.099,67.316,13.492,-17.161,66.935,13.882
11.500,-11.500,79.907,0.100,-16.775,72.142,13.781,-16.783,71.923,13.402,-16.911,67.598,13.490,-16.978,67.218,13.880
11.400,-11.400,79.907,0.100,-16.775,72.142,13.781,-16.783,71.923,13.402,-16.911,67.598,13.490,-16.978,67.218,13.880
11.300,-11.300,78.252,0.100,-16.470,72.581,13.784,-16.483,72.363,13.406,-16.722,68.046,13.492,-16.797,67.668,13.882
11.200,-11.200,77.952,0.100,-16.209,72.859,13.783,-16.226,72.641,13.404,-16.526,68.326,13.490,-16.607,67.949,13.880
11.100,-11.100,77.346,0.100,-15.996,73.106,13.784,-16.016,72.888,13.406,-16.377,68.579,13.491,-16.462,68.204,13.881
11.000,-11.000,77.346,0.100,-15.996,73.106,13.784,-16.016,72.888,13.406,-16.377,68.579,13.491,-16.462,68.204,13.881
10.900,-10.900,75.630,0.100,-15.699,73.526,13.788,-15.725,73.309,13.409,-16.194,69.012,13.493,-16.288,68.639,13.883
10.800,-10.800,75.319,0.100,-15.432,73.795,13.786,-15.461,73.578,13.408,-15.991,69.287,13.492,-16.090,68.916,13.881
10.700,-10.700,75.319,0.100,-15.432,73.795,13.786,-15.461,73.578,13.408,-15.991,69.287,13.492,-16.090,68.916,13.881
10.600,-10.600,73.669,0.100,-15.093,74.222,13.788,-15.127,74.006,13.410,-15.767,69.734,13.493,-15.874,69.365,13.882
10.500,-10.500,73.374,0.100,-14.810,74.489,13.786,-14.847,74.274,13.408,-15.548,70.009,13.490,-15.660,69.642,13.879
10.400,-10.400,73.374,0.100,-14.810,74.489,13.786,-14.847,74.274,13.408,-15.548,70.009,13.490,-15.660,69.642,13.879
10.300,-10.300,71.720,0.100,-14.461,74.909,13.789,-14.504,74.695,13.410,-15.314,70.453,13.492,-15.435,70.088,13.881
10.200,-10.200,71.408,0.100,-14.176,75.169,13.787,-14.222,74.955,13.409,-15.093,70.723,13.490,-15.219,70.361,13.878
10.100,-10.100,70.780,0.100,-13.944,75.399,13.788,-13.993,75.187,13.409,-14.922,70.968,13.490,-15.052,70.608,13.879
10.000,-10.000,70.780,0.100,-13.944,75.399,13.788,-13.993,75.187,13.409,-14.922,70.968,13.490,-15.052,70.608,13.879
9.900,-9.900,69.064,0.100,-13.610,75.799,13.791,-13.664,75.587,13.412,-14.699,71.396,13.492,-14.837,71.039,13.880
9.800,-9.800,68.741,0.100,-13.319,76.049,13.789,-13.376,75.839,13.411,-14.471,71.661,13.490,-14.614,71.307,13.878
9.700,-9.700,68.741,0.100,-13.319,76.049,13.789,-13.376,75.839,13.411,-14.471,71.661,13.490,-14.614,71.307,13.878
9.600,-9.600,67.090,0.100,-12.940,76.453,13.791,-13.002,76.244,13.412,-14.203,72.099,13.491,-14.355,71.748,13.879
9.500,-9.500,66.783,0.100,-12.633,76.701,13.788,-12.698,76.493,13.410,-13.959,72.363,13.488,-14.114,72.015,13.876
9.400,-9.400,66.783,0.100,-12.633,76.701,13.788,-12.698,76.493,13.410,-13.959,72.363,13.488,-14.114,72.015,13.876
9.300,-9.300,65.125,0.100,-12.246,77.096,13.790,-12.317,76.890,13.412,-13.683,72.797,13.489,-13.846,72.453,13.877
9.200,-9.200,64.799,0.100,-11.939,77.336,13.788,-12.013,77.130,13.409,-13.437,73.056,13.487,-13.605,72.714,13.875
9.100,-9.100,64.153,0.100,-11.688,77.549,13.788,-11.765,77.345,13.410,-13.245,73.291,13.487,-13.417,72.952,13.875
9.000,-9.000,64.153,0.100,-11.688,77.549,13.788,-11.765,77.345,13.410,-13.245,73.291,13.487,-13.417,72.952,13.875
8.900,-8.900,62.437,0.100,-11.318,77.923,13.791,-11.400,77.721,13.412,-12.981,73.708,13.489,-13.161,73.373,13.876
8.800,-8.800,62.102,0.100,-11.005,78.154,13.789,-11.090,77.953,13.410,-12.728,73.962,13.486,-12.912,73.630,13.874
8.700,-8.700,62.102,0.100,-11.005,78.154,13.789,-11.090,77.953,13.410,-12.728,73.962,13.486,-12.912,73.630,13.874
8.600,-8.600,60.450,0.100,-10.588,78.530,13.790,-10.678,78.331,13.411,-12.418,74.386,13.487,-12.610,74.059,13.874
8.500,-8.500,60.131,0.100,-10.259,78.756,13.787,-10.352,78.559,13.409,-12.148,74.638,13.484,-12.344,74.313,13.871
8.400,-8.400,59.481,0.100,-9.994,78.957,13.787,-10.089,78.761,13.408,-11.938,74.866,13.483,-12.138,74.544,13.870
8.300,-8.300,59.481,0.100,-9.994,78.957,13.787,-10.089,78.761,13.408,-11.938,74.866,13.483,-12.138,74.544,13.870
8.200,-8.200,57.766,0.100,-9.599,79.312,13.789,-9.700,79.118,13.410,-11.647,75.273,13.485,-11.854,74.956,13.871
8.100,-8.100,57.419,0.100,-9.273,79.527,13.786,-9.376,79.335,13.408,-11.378,75.516,13.482,-11.589,75.202,13.869
8.000,-8.000,57.419,0.100,-9.273,79.527,13.786,-9.376,79.335,13.408,-11.378,75.516,13.482,-11.589,75.202,13.869
7.900,-7.900,55.764,0.100,-8.833,79.881,13.788,-8.941,79.692,13.409,-11.040,75.929,13.483,-11.258,75.620,13.869
7.800,-7.800,55.435,0.100,-8.490,80.091,13.784,-8.601,79.903,13.406,-10.753,76.169,13.479,-10.975,75.864,13.866
7.700,-7.700,55.435,0.100,-8.490,80.091,13.784,-8.601,79.903,13.406,-10.753,76.169,13.479,-10.975,75.864,13.866
7.600,-7.600,53.769,0.100,-8.045,80.435,13.785,-8.161,80.250,13.407,-10.407,76.575,13.480,-10.636,76.275,13.866
7.500,-7.500,53.419,0.100,-7.704,80.636,13.783,-7.823,80.453,13.404,-10.122,76.808,13.477,-10.354,76.512,13.863
7.400,-7.400,53.419,0.100,-7.704,80.636,13.783,-7.823,80.453,13.404,-10.122,76.808,13.477,-10.354,76.512,13.863
7.300,-7.300,51.742,0.100,-7.253,80.969,13.784,-7.377,80.789,13.405,-9.768,77.207,13.478,-10.007,76.916,13.864
7.200,-7.200,51.386,0.100,-6.908,81.163,13.781,-7.034,80.984,13.402,-9.476,77.435,13.475,-9.718,77.148,13.861
7.100,-7.100,50.708,0.100,-6.625,81.336,13.780,-6.753,81.159,13.402,-9.243,77.645,13.474,-9.489,77.361,13.860
7.000,-7.000,50.708,0.100,-6.625,81.336,13.780,-6.753,81.159,13.402,-9.243,77.645,13.474,-9.489,77.361,13.860
6.900,-6.900,48.993,0.100,-6.190,81.650,13.782,-6.322,81.477,13.404,-8.900,78.028,13.475,-9.152,77.750,13.861
6.800,-6.800,48.633,0.100,-5.838,81.834,13.779,-5.973,81.662,13.401,-8.599,78.250,13.472,-8.855,77.976,13.858
6.700,-6.700,48.633,0.100,-5.838,81.834,13.779,-5.973,81.662,13.401,-8.599,78.250,13.472,-8.855,77.976,13.858
6.600,-6.600,46.978,0.100,-5.356,82.144,13.780,-5.495,81.976,13.401,-8.208,78.635,13.472,-8.470,78.366,13.858
6.500,-6.500,46.632,0.100,-4.991,82.322,13.776,-5.132,82.156,13.398,-7.892,78.852,13.469,-8.157,78.588,13.854
6.400,-6.400,46.632,0.100,-4.991,82.322,13.776,-5.132,82.156,13.398,-7.892,78.852,13.469,-8.157,78.588,13.854
6.300,-6.300,44.960,0.100,-4.506,82.620,13.777,-4.652,82.457,13.398,-7.496,79.228,13.469,-7.766,78.970,13.854
6.200,-6.200,44.589,0.100,-4.146,82.788,13.773,-4.294,82.628,13.395,-7.182,79.437,13.465,-7.456,79.183,13.850
6.100,-6.100,43.893,0.100,-3.851,82.940,13.772,-4.001,82.781,13.394,-6.933,79.631,13.464,-7.209,79.381,13.849
6.000,-6.000,43.893,0.100,-3.851,82.940,13.772,-4.001,82.781,13.394,-6.933,79.631,13.464,-7.209,79.381,13.849
5.900,-5.900,42.173,0.100,-3.390,83.218,13.774,-3.544,83.064,13.396,-6.554,79.990,13.465,-6.836,79.747,13.850
5.800,-5.800,41.799,0.100,-3.023,83.376,13.771,-3.180,83.224,13.393,-6.233,80.193,13.462,-6.518,79.953,13.847
5.700,-5.700,41.799,0.100,-3.023,83.376,13.771,-3.180,83.224,13.393,-6.233,80.193,13.462,-6.518,79.953,13.847
5.600,-5.600,40.141,0.100,-2.513,83.649,13.771,-2.673,83.500,13.393,-5.803,80.551,13.462,-6.093,80.318,13.847
5.500,-5.500,39.783,0.100,-2.133,83.800,13.767,-2.295,83.654,13.389,-5.466,80.748,13.458,-5.759,80.519,13.843
5.400,-5.400,39.783,0.100,-2.133,83.800,13.767,-2.295,83.654,13.389,-5.466,80.748,13.458,-5.759,80.519,13.843
5.300,-5.300,38.106,0.100,-1.623,84.059,13.767,-1.789,83.917,13.389,-5.033,81.096,13.458,-5.331,80.874,13.842
5.200,-5.200,37.720,0.100,-1.249,84.201,13.764,-1.417,84.061,13.385,-4.700,81.285,13.454,-5.001,81.067,13.839
5.100,-5.100,37.010,0.100,-0.943,84.330,13.762,-1.113,84.193,13.384,-4.434,81.461,13.453,-4.737,81.247,13.837
5.000,-5.000,37.010,0.100,-0.943,84.330,13.762,-1.113,84.193,13.384,-4.434,81.461,13.453,-4.737,81.247,13.837
4.900,-4.900,35.285,0.100,-0.458,84.570,13.764,-0.632,84.437,13.385,-4.021,81.792,13.454,-4.328,81.586,13.838
4.800,-4.800,34.899,0.100,-0.079,84.701,13.761,-0.254,84.571,13.382,-3.680,81.973,13.451,-3.989,81.771,13.835
4.700,-4.700,34.899,0.100,-0.079,84.701,13.761,-0.254,84.571,13.382,-3.680,81.973,13.451,-3.989,81.771,13.835
4.600,-4.600,33.237,0.100,0.455,84.933,13.760,0.276,84.807,13.382,-3.215,82.301,13.450,-3.529,82.105,13.834
4.500,-4.500,32.866,0.100,0.847,85.057,13.757,0.667,84.933,13.378,-2.859,82.475,13.446,-3.175,82.284,13.830
4.400,-4.400,32.866,0.100,0.847,85.057,13.757,0.667,84.933,13.378,-2.859,82.475,13.446,-3.175,82.284,13.830
4.300,-4.300,31.183,0.100,1.379,85.275,13.756,1.196,85.156,13.378,-2.392,82.791,13.446,-2.712,82.608,13.829
4.200,-4.200,30.782,0.100,1.764,85.389,13.752,1.579,85.273,13.374,-2.042,82.958,13.442,-2.364,82.779,13.825
4.100,-4.100,30.060,0.100,2.077,85.494,13.751,1.891,85.380,13.372,-1.760,83.115,13.440,-2.084,82.940,13.823
4.000,-4.000,30.060,0.100,2.077,85.494,13.751,1.891,85.380,13.372,-1.760,83.115,13.440,-2.084,82.940,13.823
3.900,-3.900,28.329,0.100,2.582,85.694,13.752,2.392,85.585,13.373,-1.315,83.415,13.441,-1.643,83.247,13.824
3.800,-3.800,27.929,0.100,2.971,85.798,13.749,2.780,85.691,13.370,-0.956,83.572,13.438,-1.286,83.409,13.820
3.700,-3.700,27.929,0.100,2.971,85.798,13.749,2.780,85.691,13.370,-0.956,83.572,13.438,-1.286,83.409,13.820
3.600,-3.600,26.263,0.100,3.525,85.986,13.748,3.331,85.885,13.370,-0.459,83.865,13.437,-0.792,83.710,13.819
3.500,-3.500,25.880,0.100,3.927,86.081,13.744,3.732,85.983,13.366,-0.086,84.015,13.433,-0.420,83.864,13.815
3.400,-3.400,25.880,0.100,3.927,86.081,13.744,3.732,85.983,13.366,-0.086,84.015,13.433,-0.420,83.864,13.815
3.300,-3.300,24.189,0.100,4.476,86.256,13.743,4.278,86.163,13.365,0.411,84.296,13.432,0.073,84.153,13.814
3.200,-3.200,23.774,0.100,4.868,86.342,13.739,4.670,86.251,13.361,0.777,84.438,13.428,0.438,84.300,13.810
3.100,-3.100,23.774,0.100,4.868,86.342,13.739,4.670,86.251,13.361,0.777,84.438,13.428,0.438,84.300,13.810
3.000,-3.000,22.068,0.100,5.416,86.504,13.739,5.215,86.418,13.360,1.277,84.707,13.427,0.935,84.577,13.809
2.900,-2.900,21.648,0.100,5.810,86.582,13.735,5.608,86.498,13.357,1.647,84.842,13.423,1.304,84.716,13.805
2.800,-2.800,20.918,0.100,6.135,86.656,13.733,5.932,86.575,13.355,1.950,84.972,13.421,1.605,84.850,13.803
2.700,-2.700,20.918,0.100,6.135,86.656,13.733,5.932,86.575,13.355,1.950,84.972,13.421,1.605,84.850,13.803
2.600,-2.600,19.183,0.100,6.660,86.800,13.734,6.455,86.725,13.355,2.433,85.225,13.422,2.086,85.111,13.803
2.500,-2.500,18.767,0.100,7.059,86.866,13.730,6.853,86.794,13.352,2.811,85.350,13.418,2.463,85.241,13.800
2.400,-2.400,18.767,0.100,7.059,86.866,13.730,6.853,86.794,13.352,2.811,85.350,13.418,2.463,85.241,13.800
2.300,-2.300,17.092,0.100,7.631,86.997,13.729,7.423,86.930,13.351,3.344,85.592,13.417,2.995,85.491,13.798
2.200,-2.200,16.691,0.100,8.041,87.054,13.725,7.832,86.990,13.347,3.736,85.709,13.413,3.385,85.612,13.794
2.100,-2.100,15.963,0.100,8.372,87.111,13.722,8.162,87.049,13.344,4.050,85.823,13.410,3.698,85.731,13.791
2.000,-2.000,15.963,0.100,8.372,87.111,13.722,8.162,87.049,13.344,4.050,85.823,13.410,3.698,85.731,13.791
1.900,-1.900,14.217,0.100,8.902,87.225,13.723,8.691,87.168,13.344,4.548,86.049,13.410,4.195,85.965,13.791
1.800,-1.800,13.784,0.100,9.301,87.271,13.719,9.089,87.218,13.341,4.932,86.156,13.407,4.578,86.076,13.787
1.700,-1.700,13.784,0.100,9.301,87.271,13.719,9.089,87.218,13.341,4.932,86.156,13.407,4.578,86.076,13.787
1.600,-1.600,12.100,0.100,9.878,87.369,13.718,9.664,87.322,13.340,5.481,86.369,13.405,5.125,86.297,13.786
1.500,-1.500,11.690,0.100,10.290,87.406,13.714,10.076,87.361,13.336,5.881,86.466,13.401,5.525,86.399,13.782
1.400,-1.400,11.690,0.100,10.290,87.406,13.714,10.076,87.361,13.336,5.881,86.466,13.401,5.525,86.399,13.782
1.300,-1.300,9.986,0.100,10.860,87.491,13.713,10.645,87.452,13.334,6.428,86.666,13.400,6.071,86.608,13.780
1.200,-1.200,9.544,0.100,11.262,87.519,13.708,11.046,87.483,13.330,6.819,86.756,13.395,6.462,86.701,13.776
1.100,-1.100,8.795,0.100,11.591,87.551,13.706,11.375,87.518,13.328,7.138,86.847,13.393,6.780,86.797,13.773
1.000,-1.000,8.795,0.100,11.591,87.551,13.706,11.375,87.518,13.328,7.138,86.847,13.393,6.780,86.797,13.773
0.900,-0.900,7.038,0.100,12.126,87.621,13.706,11.909,87.593,13.328,7.657,87.032,13.393,7.298,86.990,13.773
0.800,-0.800,6.598,0.100,12.530,87.638,13.703,12.313,87.613,13.324,8.054,87.110,13.389,7.695,87.073,13.769
0.700,-0.700,6.598,0.100,12.530,87.638,13.703,12.313,87.613,13.324,8.054,87.110,13.389,7.695,87.073,13.769
0.600,-0.600,4.911,0.100,13.113,87.690,13.701,12.896,87.671,13.323,8.624,87.280,13.388,8.265,87.251,13.767
0.500,-0.500,4.490,0.100,13.528,87.697,13.697,13.310,87.681,13.319,9.035,87.349,13.383,8.676,87.324,13.763
0.400,-0.400,4.490,0.100,13.528,87.697,13.697,13.310,87.681,13.319,9.035,87.349,13.383,8.676,87.324,13.763
0.300,-0.300,2.775,0.100,14.102,87.736,13.695,13.883,87.725,13.317,9.600,87.505,13.381,9.241,87.489,13.761
0.200,-0.200,2.320,0.100,14.503,87.736,13.691,14.285,87.728,13.313,10.000,87.566,13.377,9.641,87.554,13.756
0.100,-0.100,2.320,0.100,14.503,87.736,13.691,14.285,87.728,13.313,10.000,87.566,13.377,9.641,87.554,13.756
-0.000,0.000,0.586,0.100,15.071,87.762,13.690,14.852,87.759,13.311,10.564,87.710,13.375,10.205,87.706,13.754
-0.100,0.100,0.127,0.100,15.472,87.753,13.685,15.253,87.753,13.307,10.966,87.762,13.371,10.607,87.763,13.750
-0.200,0.200,0.100,0.562,15.740,87.708,13.683,15.522,87.711,13.305,11.235,87.761,13.369,10.876,87.765,13.748
-0.300,0.300,0.100,0.562,15.740,87.708,13.683,15.522,87.711,13.305,11.235,87.761,13.369,10.876,87.765,13.748
-0.400,0.400,0.100,2.408,16.249,87.560,13.689,16.031,87.568,13.310,11.743,87.727,13.375,11.385,87.740,13.754
-0.500,0.500,0.100,2.873,16.641,87.492,13.697,16.422,87.503,13.318,12.138,87.719,13.383,11.780,87.737,13.762
-0.600,0.600,0.100,2.873,16.641,87.492,13.697,16.422,87.503,13.318,12.138,87.719,13.383,11.780,87.737,13.762
-0.700,0.700,0.100,4.569,17.224,87.337,13.706,17.005,87.354,13.326,12.725,87.682,13.392,12.367,87.708,13.771
-0.800,0.800,0.100,4.982,17.639,87.262,13.711,17.421,87.281,13.332,13.146,87.667,13.397,12.789,87.698,13.776
-0.900,0.900,0.100,4.982,17.639,87.262,13.711,17.421,87.281,13.332,13.146,87.667,13.397,12.789,87.698,13.776
