L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60
106.000,30.000,30.000,1530.317,0.100,0.100,0.615,2.525,21.859,0.412,10.260,20.053,-1.246,26.554,21.215,-3.917,39.208,22.794,-8.496,52.691,22.761,-11.205,62.706,25.985,-19.244,73.213,26.646,-23.399,82.099,28.431,-30.481,90.967,29.734,-34.528,96.230,30.739,-39.064,98.798,30.987,-43.679,100.267,30.797,-51.238,100.466,29.575,-55.873,100.458,29.290,-61.500,98.879,27.247,-66.367,97.436,25.097,-70.437,94.955,23.240,-73.248,91.722,21.547,-74.640,89.236,20.379,-73.635,86.591,20.334,31.221,3.905,4.341,31.966,11.051,8.077,25.813,30.588,8.228,20.957,47.226,11.122,15.849,62.600,11.746,6.405,74.729,13.217,-2.308,85.674,16.005,-9.835,94.685,18.529,-17.690,103.018,21.359,-25.127,108.794,23.294,-33.471,113.989,26.229,-41.189,114.603,26.931,-48.936,113.766,26.949,-56.958,112.772,26.617,-62.960,110.085,24.506,-68.095,107.112,22.076,-72.808,102.878,19.090,-76.563,97.580,16.262,-78.353,90.555,15.426,-77.757,85.076,15.303,30.638,3.739,40.276,31.519,12.110,36.818,26.315,30.595,36.672,21.644,46.486,35.951,14.850,61.232,36.705,8.461,73.441,36.848,0.636,84.940,37.908,-8.260,92.708,39.082,-16.788,100.627,39.960,-23.453,106.792,40.442,-33.263,111.062,41.139,-41.632,112.227,41.407,-51.174,111.270,40.572,-59.222,110.565,38.549,-66.467,107.825,35.425,-72.429,104.911,31.877,-77.417,101.341,27.626,-80.839,96.602,24.623,-82.056,89.267,22.202,-80.798,83.114,19.840
107.000,30.000,30.000,1683.567,0.100,0.100,0.615,2.525,21.859,0.404,10.226,20.049,-1.266,26.419,21.187,-3.961,38.967,22.741,-8.570,52.330,22.693,-11.319,62.306,25.898,-19.374,72.707,26.470,-23.578,81.611,28.247,-30.597,90.438,29.794,-34.535,95.515,30.975,-39.045,97.998,31.391,-43.441,99.369,31.294,-50.799,99.474,30.113,-55.410,99.385,29.766,-60.811,97.794,27.608,-65.494,96.289,25.340,-69.381,93.741,23.407,-72.001,90.457,21.701,-73.274,87.911,20.529,-72.215,85.261,20.529,31.222,3.904,4.341,31.969,11.049,8.075,25.797,30.473,8.178,20.888,47.050,11.016,15.719,62.378,11.617,6.236,74.360,13.046,-2.476,85.195,15.745,-10.086,94.211,18.231,-17.984,102.673,21.351,-25.404,108.319,23.534,-33.611,113.312,26.743,-41.123,113.792,27.559,-48.723,112.837,27.588,-56.641,111.743,27.206,-62.437,109.015,24.945,-67.413,105.956,22.360,-71.926,101.619,19.234,-75.461,96.194,16.352,-76.978,89.080,15.532,-76.237,83.567,15.475,30.638,3.740,40.275,31.521,12.103,36.812,26.304,30.554,36.629,21.609,46.380,35.849,14.770,61.025,36.585,8.332,73.160,36.678,0.487,84.591,37.650,-8.333,92.248,38.780,-16.740,100.005,39.900,-23.390,106.099,40.615,-33.121,110.208,41.601,-41.432,111.286,42.013,-50.960,110.218,41.189,-59.068,109.377,39.079,-66.152,106.564,35.772,-71.901,103.566,32.053,-76.627,99.915,27.689,-79.791,95.105,24.677,-80.733,87.745,22.279,-79.284,81.606,20.012
108.000,30.000,30.000,1683.567,0.100,0.100,0.615,2.525,21.859,0.404,10.226,20.049,-1.266,26.419,21.187,-3.961,38.967,22.741,-8.570,52.330,22.693,-11.319,62.306,25.898,-19.374,72.707,26.470,-23.578,81.611,28.247,-30.597,90.438,29.794,-34.535,95.515,30.975,-39.045,97.998,31.391,-43.441,99.369,31.294,-50.799,99.474,30.113,-55.410,99.385,29.766,-60.811,97.794,27.608,-65.494,96.289,25.340,-69.381,93.741,23.407,-72.001,90.457,21.701,-73.274,87.911,20.529,-72.215,85.261,20.529,31.222,3.904,4.341,31.969,11.049,8.075,25.797,30.473,8.178,20.888,47.050,11.016,15.719,62.378,11.617,6.236,74.360,13.046,-2.476,85.195,15.745,-10.086,94.211,18.231,-17.984,102.673,21.351,-25.404,108.319,23.534,-33.611,113.312,26.743,-41.123,113.792,27.559,-48.723,112.837,27.588,-56.641,111.743,27.206,-62.437,109.015,24.945,-67.413,105.956,22.360,-71.926,101.619,19.234,-75.461,96.194,16.352,-76.978,89.080,15.532,-76.237,83.567,15.475,30.638,3.740,40.275,31.521,12.103,36.812,26.304,30.554,36.629,21.609,46.380,35.849,14.770,61.025,36.585,8.332,73.160,36.678,0.487,84.591,37.650,-8.333,92.248,38.780,-16.740,100.005,39.900,-23.390,106.099,40.615,-33.121,110.208,41.601,-41.432,111.286,42.013,-50.960,110.218,41.189,-59.068,109.377,39.079,-66.152,106.564,35.772,-71.901,103.566,32.053,-76.627,99.915,27.689,-79.791,95.105,24.677,-80.733,87.745,22.279,-79.284,81.606,20.012
109.000,30.000,30.000,1950.932,0.100,0.100,0.615,2.525,21.859,0.397,10.189,20.045,-1.271,26.284,21.155,-3.949,38.703,22.655,-8.539,51.923,22.522,-11.247,61.720,25.659,-19.360,71.982,26.229,-23.631,80.753,28.090,-30.677,89.434,29.681,-34.542,94.270,30.833,-39.084,96.643,31.230,-43.357,97.903,31.143,-50.939,97.985,29.981,-55.522,97.924,29.760,-60.671,96.397,27.761,-65.221,94.834,25.586,-68.953,92.178,23.705,-71.436,88.799,22.021,-72.664,86.281,20.878,-71.488,83.761,20.905,31.222,3.903,4.340,31.974,11.046,8.073,25.804,30.317,8.127,20.909,46.791,10.887,15.731,62.031,11.400,6.241,73.855,12.745,-2.599,84.650,15.455,-10.305,93.568,18.060,-18.190,101.827,21.230,-25.643,107.328,23.473,-33.872,112.114,26.755,-41.367,112.463,27.631,-48.893,111.411,27.679,-56.858,110.352,27.431,-62.529,107.637,25.239,-67.445,104.458,22.639,-71.766,99.963,19.474,-75.067,94.396,16.605,-76.366,87.299,15.851,-75.398,81.873,15.832,30.637,3.741,40.275,31.525,12.089,36.806,26.313,30.482,36.584,21.633,46.224,35.725,14.812,60.751,36.370,8.353,72.753,36.387,0.454,84.018,37.351,-8.395,91.501,38.583,-16.864,99.091,39.780,-23.579,105.036,40.533,-33.321,108.864,41.574,-41.619,109.748,42.044,-51.058,108.557,41.265,-59.091,107.765,39.302,-66.133,104.989,36.072,-71.947,101.865,32.298,-76.465,98.115,27.907,-79.396,93.241,24.932,-80.113,85.863,22.587,-78.395,79.773,20.343
110.000,30.000,30.000,1950.932,0.100,0.100,0.615,2.525,21.859,0.397,10.189,20.045,-1.271,26.284,21.155,-3.949,38.703,22.655,-8.539,51.923,22.522,-11.247,61.720,25.659,-19.360,71.982,26.229,-23.631,80.753,28.090,-30.677,89.434,29.681,-34.542,94.270,30.833,-39.084,96.643,31.230,-43.357,97.903,31.143,-50.939,97.985,29.981,-55.522,97.924,29.760,-60.671,96.397,27.761,-65.221,94.834,25.586,-68.953,92.178,23.705,-71.436,88.799,22.021,-72.664,86.281,20.878,-71.488,83.761,20.905,31.222,3.903,4.340,31.974,11.046,8.073,25.804,30.317,8.127,20.909,46.791,10.887,15.731,62.031,11.400,6.241,73.855,12.745,-2.599,84.650,15.455,-10.305,93.568,18.060,-18.190,101.827,21.230,-25.643,107.328,23.473,-33.872,112.114,26.755,-41.367,112.463,27.631,-48.893,111.411,27.679,-56.858,110.352,27.431,-62.529,107.637,25.239,-67.445,104.458,22.639,-71.766,99.963,19.474,-75.067,94.396,16.605,-76.366,87.299,15.851,-75.398,81.873,15.832,30.637,3.741,40.275,31.525,12.089,36.806,26.313,30.482,36.584,21.633,46.224,35.725,14.812,60.751,36.370,8.353,72.753,36.387,0.454,84.018,37.351,-8.395,91.501,38.583,-16.864,99.091,39.780,-23.579,105.036,40.533,-33.321,108.864,41.574,-41.619,109.748,42.044,-51.058,108.557,41.265,-59.091,107.765,39.302,-66.133,104.989,36.072,-71.947,101.865,32.298,-76.465,98.115,27.907,-79.396,93.241,24.932,-80.113,85.863,22.587,-78.395,79.773,20.343
111.000,30.000,30.000,2117.916,0.100,0.100,0.615,2.525,21.859,0.376,10.149,20.051,-1.315,26.126,21.162,-4.020,38.379,22.659,-8.661,51.444,22.544,-11.474,61.371,25.702,-19.614,71.498,26.294,-23.861,80.129,28.136,-30.987,88.834,29.643,-34.659,93.437,30.760,-39.218,95.762,31.154,-43.446,97.023,31.041,-50.775,97.118,29.905,-55.325,97.000,29.740,-60.323,95.435,27.837,-64.757,93.817,25.780,-68.357,91.146,23.985,-70.573,87.835,22.193,-71.593,85.369,20.937,-70.283,82.981,20.970,31.221,3.903,4.340,31.974,11.043,8.073,25.760,30.211,8.102,20.798,46.599,10.831,15.513,61.776,11.348,5.922,73.534,12.693,-2.938,84.257,15.427,-10.635,93.022,18.032,-18.462,101.216,21.132,-25.936,106.681,23.437,-34.101,111.320,26.779,-41.405,111.633,27.686,-48.871,110.604,27.710,-56.918,109.448,27.472,-62.372,106.665,25.320,-67.168,103.400,22.760,-71.283,98.876,19.652,-74.190,93.342,16.667,-75.139,86.250,15.780,-73.904,80.902,15.758,30.637,3.742,40.274,31.524,12.077,36.799,26.287,30.414,36.565,21.570,46.063,35.670,14.682,60.470,36.303,8.129,72.487,36.336,0.207,83.652,37.318,-8.644,91.019,38.554,-17.117,98.497,39.704,-23.804,104.344,40.472,-33.464,107.984,41.571,-41.683,108.815,42.074,-51.053,107.609,41.271,-59.014,106.773,39.360,-65.922,103.967,36.172,-71.606,100.820,32.454,-76.063,96.952,28.024,-78.842,91.950,24.768,-79.095,84.583,22.353,-76.956,78.597,20.137
112.000,30.000,30.000,2117.916,0.100,0.100,0.615,2.525,21.859,0.376,10.149,20.051,-1.315,26.126,21.162,-4.020,38.379,22.659,-8.661,51.444,22.544,-11.474,61.371,25.702,-19.614,71.498,26.294,-23.861,80.129,28.136,-30.987,88.834,29.643,-34.659,93.437,30.760,-39.218,95.762,31.154,-43.446,97.023,31.041,-50.775,97.118,29.905,-55.325,97.000,29.740,-60.323,95.435,27.837,-64.757,93.817,25.780,-68.357,91.146,23.985,-70.573,87.835,22.193,-71.593,85.369,20.937,-70.283,82.981,20.970,31.221,3.903,4.340,31.974,11.043,8.073,25.760,30.211,8.102,20.798,46.599,10.831,15.513,61.776,11.348,5.922,73.534,12.693,-2.938,84.257,15.427,-10.635,93.022,18.032,-18.462,101.216,21.132,-25.936,106.681,23.437,-34.101,111.320,26.779,-41.405,111.633,27.686,-48.871,110.604,27.710,-56.918,109.448,27.472,-62.372,106.665,25.320,-67.168,103.400,22.760,-71.283,98.876,19.652,-74.190,93.342,16.667,-75.139,86.250,15.780,-73.904,80.902,15.758,30.637,3.742,40.274,31.524,12.077,36.799,26.287,30.414,36.565,21.570,46.063,35.670,14.682,60.470,36.303,8.129,72.487,36.336,0.207,83.652,37.318,-8.644,91.019,38.554,-17.117,98.497,39.704,-23.804,104.344,40.472,-33.464,107.984,41.571,-41.683,108.815,42.074,-51.053,107.609,41.271,-59.014,106.773,39.360,-65.922,103.967,36.172,-71.606,100.820,32.454,-76.063,96.952,28.024,-78.842,91.950,24.768,-79.095,84.583,22.353,-76.956,78.597,20.137
113.000,30.000,30.000,2076.346,0.100,0.100,0.615,2.525,21.859,0.363,10.117,20.053,-1.319,26.011,21.147,-3.991,38.155,22.613,-8.614,51.102,22.496,-11.390,60.750,25.756,-19.628,70.707,26.523,-23.940,79.120,28.463,-31.166,87.588,30.062,-34.762,91.922,31.189,-39.338,94.084,31.579,-43.544,95.243,31.474,-50.531,95.146,30.359,-54.920,94.868,30.144,-59.820,93.176,28.073,-64.032,91.528,25.813,-67.561,88.757,23.824,-69.789,85.369,22.104,-70.889,82.913,21.012,-69.569,80.615,21.133,31.221,3.901,4.339,31.979,11.039,8.070,25.766,30.046,8.053,20.844,46.319,10.707,15.638,61.377,11.173,5.717,73.272,12.672,-3.203,83.753,15.574,-10.986,92.293,18.305,-18.907,100.240,21.504,-26.398,105.471,23.912,-34.497,109.779,27.300,-41.769,109.947,28.260,-49.046,108.721,28.287,-56.866,107.301,27.955,-62.090,104.414,25.642,-66.699,101.065,22.830,-70.693,96.414,19.520,-73.579,90.761,16.549,-74.453,83.667,15.839,-73.100,78.379,15.926,30.637,3.742,40.274,31.528,12.061,36.792,26.310,30.332,36.521,21.640,45.902,35.551,14.790,60.184,36.139,8.209,72.035,36.277,0.216,82.980,37.440,-8.797,90.229,38.798,-17.348,97.437,40.062,-24.111,103.073,40.913,-33.758,106.382,42.064,-41.932,107.004,42.628,-51.229,105.545,41.813,-59.101,104.468,39.792,-65.851,101.459,36.372,-71.344,98.224,32.369,-75.501,94.345,27.842,-78.123,89.376,24.720,-78.358,82.010,22.445,-76.114,76.042,20.312
114.000,30.000,30.000,2076.346,0.100,0.100,0.615,2.525,21.859,0.363,10.117,20.053,-1.319,26.011,21.147,-3.991,38.155,22.613,-8.614,51.102,22.496,-11.390,60.750,25.756,-19.628,70.707,26.523,-23.940,79.120,28.463,-31.166,87.588,30.062,-34.762,91.922,31.189,-39.338,94.084,31.579,-43.544,95.243,31.474,-50.531,95.146,30.359,-54.920,94.868,30.144,-59.820,93.176,28.073,-64.032,91.528,25.813,-67.561,88.757,23.824,-69.789,85.369,22.104,-70.889,82.913,21.012,-69.569,80.615,21.133,31.221,3.901,4.339,31.979,11.039,8.070,25.766,30.046,8.053,20.844,46.319,10.707,15.638,61.377,11.173,5.717,73.272,12.672,-3.203,83.753,15.574,-10.986,92.293,18.305,-18.907,100.240,21.504,-26.398,105.471,23.912,-34.497,109.779,27.300,-41.769,109.947,28.260,-49.046,108.721,28.287,-56.866,107.301,27.955,-62.090,104.414,25.642,-66.699,101.065,22.830,-70.693,96.414,19.520,-73.579,90.761,16.549,-74.453,83.667,15.839,-73.100,78.379,15.926,30.637,3.742,40.274,31.528,12.061,36.792,26.310,30.332,36.521,21.640,45.902,35.551,14.790,60.184,36.139,8.209,72.035,36.277,0.216,82.980,37.440,-8.797,90.229,38.798,-17.348,97.437,40.062,-24.111,103.073,40.913,-33.758,106.382,42.064,-41.932,107.004,42.628,-51.229,105.545,41.813,-59.101,104.468,39.792,-65.851,101.459,36.372,-71.344,98.224,32.369,-75.501,94.345,27.842,-78.123,89.376,24.720,-78.358,82.010,22.445,-76.114,76.042,20.312
115.000,30.000,30.000,2135.374,0.100,0.100,0.615,2.525,21.859,0.350,10.082,20.056,-1.339,25.877,21.146,-4.011,37.875,22.587,-8.706,50.674,22.582,-11.551,60.249,25.883,-19.869,70.074,26.702,-24.270,78.385,28.716,-31.563,86.774,30.294,-35.104,90.945,31.374,-39.730,93.111,31.780,-43.883,94.286,31.692,-50.585,94.194,30.636,-54.876,93.941,30.390,-59.607,92.284,28.356,-63.645,90.664,26.180,-66.878,87.950,24.324,-68.810,84.586,22.719,-69.667,82.199,21.591,-68.231,80.004,21.712,31.221,3.901,4.338,31.982,11.035,8.069,25.754,29.894,8.013,20.816,46.101,10.647,15.426,61.247,11.199,5.435,72.932,12.741,-3.615,83.316,15.696,-11.455,91.741,18.553,-19.363,99.511,21.719,-26.928,104.669,24.133,-34.981,108.895,27.636,-42.087,109.058,28.693,-49.241,107.835,28.782,-56.889,106.424,28.394,-62.058,103.549,26.039,-66.496,100.187,23.229,-70.217,95.503,19.928,-72.704,89.793,17.013,-73.164,82.754,16.343,-71.540,77.583,16.460,30.637,3.743,40.273,31.532,12.048,36.785,26.311,30.265,36.493,21.618,45.752,35.480,14.713,59.877,36.160,8.021,71.678,36.333,-0.054,82.509,37.546,-9.171,89.614,39.034,-17.801,96.765,40.292,-24.563,102.267,41.105,-34.096,105.360,42.358,-42.186,105.920,43.023,-51.421,104.446,42.254,-59.206,103.378,40.185,-65.794,100.431,36.740,-71.110,97.233,32.748,-75.045,93.323,28.206,-77.349,88.297,25.122,-77.140,80.913,22.867,-74.516,75.058,20.771
116.000,30.000,30.000,2135.374,0.100,0.100,0.615,2.525,21.859,0.350,10.082,20.056,-1.339,25.877,21.146,-4.011,37.875,22.587,-8.706,50.674,22.582,-11.551,60.249,25.883,-19.869,70.074,26.702,-24.270,78.385,28.716,-31.563,86.774,30.294,-35.104,90.945,31.374,-39.730,93.111,31.780,-43.883,94.286,31.692,-50.585,94.194,30.636,-54.876,93.941,30.390,-59.607,92.284,28.356,-63.645,90.664,26.180,-66.878,87.950,24.324,-68.810,84.586,22.719,-69.667,82.199,21.591,-68.231,80.004,21.712,31.221,3.901,4.338,31.982,11.035,8.069,25.754,29.894,8.013,20.816,46.101,10.647,15.426,61.247,11.199,5.435,72.932,12.741,-3.615,83.316,15.696,-11.455,91.741,18.553,-19.363,99.511,21.719,-26.928,104.669,24.133,-34.981,108.895,27.636,-42.087,109.058,28.693,-49.241,107.835,28.782,-56.889,106.424,28.394,-62.058,103.549,26.039,-66.496,100.187,23.229,-70.217,95.503,19.928,-72.704,89.793,17.013,-73.164,82.754,16.343,-71.540,77.583,16.460,30.637,3.743,40.273,31.532,12.048,36.785,26.311,30.265,36.493,21.618,45.752,35.480,14.713,59.877,36.160,8.021,71.678,36.333,-0.054,82.509,37.546,-9.171,89.614,39.034,-17.801,96.765,40.292,-24.563,102.267,41.105,-34.096,105.360,42.358,-42.186,105.920,43.023,-51.421,104.446,42.254,-59.206,103.378,40.185,-65.794,100.431,36.740,-71.110,97.233,32.748,-75.045,93.323,28.206,-77.349,88.297,25.122,-77.140,80.913,22.867,-74.516,75.058,20.771
117.000,30.000,30.000,2135.374,0.100,0.100,0.615,2.525,21.859,0.350,10.082,20.056,-1.339,25.877,21.146,-4.011,37.875,22.587,-8.706,50.674,22.582,-11.551,60.249,25.883,-19.869,70.074,26.702,-24.270,78.385,28.716,-31.563,86.774,30.294,-35.104,90.945,31.374,-39.730,93.111,31.780,-43.883,94.286,31.692,-50.585,94.194,30.636,-54.876,93.941,30.390,-59.607,92.284,28.356,-63.645,90.664,26.180,-66.878,87.950,24.324,-68.810,84.586,22.719,-69.667,82.199,21.591,-68.231,80.004,21.712,31.221,3.901,4.338,31.982,11.035,8.069,25.754,29.894,8.013,20.816,46.101,10.647,15.426,61.247,11.199,5.435,72.932,12.741,-3.615,83.316,15.696,-11.455,91.741,18.553,-19.363,99.511,21.719,-26.928,104.669,24.133,-34.981,108.895,27.636,-42.087,109.058,28.693,-49.241,107.835,28.782,-56.889,106.424,28.394,-62.058,103.549,26.039,-66.496,100.187,23.229,-70.217,95.503,19.928,-72.704,89.793,17.013,-73.164,82.754,16.343,-71.540,77.583,16.460,30.637,3.743,40.273,31.532,12.048,36.785,26.311,30.265,36.493,21.618,45.752,35.480,14.713,59.877,36.160,8.021,71.678,36.333,-0.054,82.509,37.546,-9.171,89.614,39.034,-17.801,96.765,40.292,-24.563,102.267,41.105,-34.096,105.360,42.358,-42.186,105.920,43.023,-51.421,104.446,42.254,-59.206,103.378,40.185,-65.794,100.431,36.740,-71.110,97.233,32.748,-75.045,93.323,28.206,-77.349,88.297,25.122,-77.140,80.913,22.867,-74.516,75.058,20.771
118.000,30.000,30.000,2582.429,0.100,0.100,0.615,2.525,21.859,0.332,10.036,20.062,-1.363,25.695,21.151,-4.036,37.566,22.565,-8.710,50.200,22.515,-11.504,59.568,25.771,-19.864,69.182,26.530,-24.229,77.243,28.516,-31.538,85.417,30.120,-34.994,89.355,31.196,-39.632,91.388,31.601,-43.664,92.438,31.556,-50.417,92.272,30.499,-54.556,92.000,30.257,-59.002,90.427,28.165,-62.832,88.830,25.895,-65.855,86.097,23.982,-67.668,82.691,22.371,-68.415,80.237,21.155,-66.926,78.133,21.271,31.221,3.900,4.338,31.986,11.031,8.067,25.731,29.722,7.974,20.787,45.796,10.537,15.397,60.832,11.014,5.335,72.366,12.499,-3.770,82.589,15.415,-11.625,90.806,18.311,-19.530,98.354,21.519,-27.127,103.355,24.031,-35.208,107.342,27.650,-42.259,107.334,28.820,-49.224,105.996,28.949,-56.740,104.544,28.551,-61.693,101.719,26.044,-65.947,98.330,23.081,-69.444,93.578,19.603,-71.765,87.749,16.631,-71.990,80.674,15.945,-70.220,75.533,16.086,30.637,3.744,40.273,31.537,12.027,36.777,26.316,30.160,36.459,21.642,45.539,35.371,14.760,59.542,35.978,8.024,71.235,36.096,-0.092,81.852,37.260,-9.210,88.700,38.776,-17.837,95.558,40.095,-24.653,100.879,40.967,-34.177,103.653,42.324,-42.253,103.956,43.089,-51.370,102.281,42.354,-59.126,101.179,40.252,-65.541,98.255,36.617,-70.618,95.057,32.470,-74.276,91.140,27.813,-76.324,86.101,24.763,-75.852,78.758,22.531,-73.074,72.982,20.462
119.000,30.000,30.000,2582.429,0.100,0.100,0.615,2.525,21.859,0.332,10.036,20.062,-1.363,25.695,21.151,-4.036,37.566,22.565,-8.710,50.200,22.515,-11.504,59.568,25.771,-19.864,69.182,26.530,-24.229,77.243,28.516,-31.538,85.417,30.120,-34.994,89.355,31.196,-39.632,91.388,31.601,-43.664,92.438,31.556,-50.417,92.272,30.499,-54.556,92.000,30.257,-59.002,90.427,28.165,-62.832,88.830,25.895,-65.855,86.097,23.982,-67.668,82.691,22.371,-68.415,80.237,21.155,-66.926,78.133,21.271,31.221,3.900,4.338,31.986,11.031,8.067,25.731,29.722,7.974,20.787,45.796,10.537,15.397,60.832,11.014,5.335,72.366,12.499,-3.770,82.589,15.415,-11.625,90.806,18.311,-19.530,98.354,21.519,-27.127,103.355,24.031,-35.208,107.342,27.650,-42.259,107.334,28.820,-49.224,105.996,28.949,-56.740,104.544,28.551,-61.693,101.719,26.044,-65.947,98.330,23.081,-69.444,93.578,19.603,-71.765,87.749,16.631,-71.990,80.674,15.945,-70.220,75.533,16.086,30.637,3.744,40.273,31.537,12.027,36.777,26.316,30.160,36.459,21.642,45.539,35.371,14.760,59.542,35.978,8.024,71.235,36.096,-0.092,81.852,37.260,-9.210,88.700,38.776,-17.837,95.558,40.095,-24.653,100.879,40.967,-34.177,103.653,42.324,-42.253,103.956,43.089,-51.370,102.281,42.354,-59.126,101.179,40.252,-65.541,98.255,36.617,-70.618,95.057,32.470,-74.276,91.140,27.813,-76.324,86.101,24.763,-75.852,78.758,22.531,-73.074,72.982,20.462
120.000,30.000,30.000,2582.429,0.100,0.100,0.615,2.525,21.859,0.332,10.036,20.062,-1.363,25.695,21.151,-4.036,37.566,22.565,-8.710,50.200,22.515,-11.504,59.568,25.771,-19.864,69.182,26.530,-24.229,77.243,28.516,-31.538,85.417,30.120,-34.994,89.355,31.196,-39.632,91.388,31.601,-43.664,92.438,31.556,-50.417,92.272,30.499,-54.556,92.000,30.257,-59.002,90.427,28.165,-62.832,88.830,25.895,-65.855,86.097,23.982,-67.668,82.691,22.371,-68.415,80.237,21.155,-66.926,78.133,21.271,31.221,3.900,4.338,31.986,11.031,8.067,25.731,29.722,7.974,20.787,45.796,10.537,15.397,60.832,11.014,5.335,72.366,12.499,-3.770,82.589,15.415,-11.625,90.806,18.311,-19.530,98.354,21.519,-27.127,103.355,24.031,-35.208,107.342,27.650,-42.259,107.334,28.820,-49.224,105.996,28.949,-56.740,104.544,28.551,-61.693,101.719,26.044,-65.947,98.330,23.081,-69.444,93.578,19.603,-71.765,87.749,16.631,-71.990,80.674,15.945,-70.220,75.533,16.086,30.637,3.744,40.273,31.537,12.027,36.777,26.316,30.160,36.459,21.642,45.539,35.371,14.760,59.542,35.978,8.024,71.235,36.096,-0.092,81.852,37.260,-9.210,88.700,38.776,-17.837,95.558,40.095,-24.653,100.879,40.967,-34.177,103.653,42.324,-42.253,103.956,43.089,-51.370,102.281,42.354,-59.126,101.179,40.252,-65.541,98.255,36.617,-70.618,95.057,32.470,-74.276,91.140,27.813,-76.324,86.101,24.763,-75.852,78.758,22.531,-73.074,72.982,20.462
121.000,30.000,30.000,2892.046,0.100,0.100,0.615,2.525,21.859,0.312,9.985,20.071,-1.386,25.492,21.167,-4.072,37.188,22.554,-8.792,49.655,22.470,-11.609,58.885,25.717,-20.053,68.299,26.511,-24.426,76.088,28.508,-31.914,83.950,30.247,-35.388,87.663,31.395,-40.045,89.530,31.851,-44.093,90.500,31.839,-50.303,90.224,30.813,-54.295,89.840,30.570,-58.849,88.135,28.514,-62.628,86.567,26.390,-65.444,83.964,24.637,-66.990,80.664,23.154,-67.686,78.189,22.083,-66.180,76.184,22.278,31.221,3.899,4.337,31.990,11.026,8.065,25.703,29.533,7.931,20.725,45.475,10.423,15.267,60.380,10.795,5.090,71.800,12.303,-4.148,81.904,15.274,-12.173,89.967,18.229,-20.335,97.292,21.612,-27.975,102.007,24.273,-36.010,105.651,28.053,-42.829,105.481,29.326,-49.512,104.024,29.467,-56.837,102.360,29.006,-61.709,99.451,26.538,-65.885,96.079,23.622,-69.199,91.360,20.187,-71.213,85.515,17.311,-71.164,78.450,16.778,-69.237,73.396,17.047,30.637,3.745,40.272,31.543,12.000,36.767,26.328,30.027,36.422,21.642,45.378,35.277,14.732,59.211,35.764,7.898,70.752,35.893,-0.309,81.208,37.108,-9.582,87.905,38.686,-18.333,94.396,40.158,-25.245,99.440,41.144,-34.723,101.840,42.672,-42.706,101.913,43.549,-51.629,100.084,42.813,-59.152,98.808,40.690,-65.434,95.844,37.120,-70.491,92.702,33.003,-74.010,88.846,28.399,-75.826,83.794,25.415,-75.114,76.482,23.303,-72.120,70.792,21.375
122.000,30.000,30.000,2892.046,0.100,0.100,0.615,2.525,21.859,0.312,9.985,20.071,-1.386,25.492,21.167,-4.072,37.188,22.554,-8.792,49.655,22.470,-11.609,58.885,25.717,-20.053,68.299,26.511,-24.426,76.088,28.508,-31.914,83.950,30.247,-35.388,87.663,31.395,-40.045,89.530,31.851,-44.093,90.500,31.839,-50.303,90.224,30.813,-54.295,89.840,30.570,-58.849,88.135,28.514,-62.628,86.567,26.390,-65.444,83.964,24.637,-66.990,80.664,23.154,-67.686,78.189,22.083,-66.180,76.184,22.278,31.221,3.899,4.337,31.990,11.026,8.065,25.703,29.533,7.931,20.725,45.475,10.423,15.267,60.380,10.795,5.090,71.800,12.303,-4.148,81.904,15.274,-12.173,89.967,18.229,-20.335,97.292,21.612,-27.975,102.007,24.273,-36.010,105.651,28.053,-42.829,105.481,29.326,-49.512,104.024,29.467,-56.837,102.360,29.006,-61.709,99.451,26.538,-65.885,96.079,23.622,-69.199,91.360,20.187,-71.213,85.515,17.311,-71.164,78.450,16.778,-69.237,73.396,17.047,30.637,3.745,40.272,31.543,12.000,36.767,26.328,30.027,36.422,21.642,45.378,35.277,14.732,59.211,35.764,7.898,70.752,35.893,-0.309,81.208,37.108,-9.582,87.905,38.686,-18.333,94.396,40.158,-25.245,99.440,41.144,-34.723,101.840,42.672,-42.706,101.913,43.549,-51.629,100.084,42.813,-59.152,98.808,40.690,-65.434,95.844,37.120,-70.491,92.702,33.003,-74.010,88.846,28.399,-75.826,83.794,25.415,-75.114,76.482,23.303,-72.120,70.792,21.375
