L1,L2,L3,F1,F2,F3,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,x42,y42,z42,x43,y43,z43,x44,y44,z44,x45,y45,z45,x46,y46,z46,x47,y47,z47,x48,y48,z48,x49,y49,z49,x50,y50,z50,x51,y51,z51,x52,y52,z52,x53,y53,z53,x54,y54,z54,x55,y55,z55,x56,y56,z56,x57,y57,z57,x58,y58,z58,x59,y59,z59,x60,y60,z60
34.010,30.000,30.000,162.380,33.832,62.806,0.615,2.525,21.859,1.295,13.318,19.943,2.387,34.387,20.762,3.551,51.927,22.178,4.641,70.550,21.743,7.233,84.622,24.609,6.878,101.460,24.597,9.468,113.827,25.753,10.174,127.378,26.303,11.690,137.921,26.963,11.829,148.956,27.271,12.198,158.894,27.441,11.878,168.454,27.672,12.131,176.579,28.526,11.919,185.076,28.401,12.025,192.859,27.866,11.811,200.307,27.816,11.165,206.873,27.681,11.229,213.804,27.048,10.437,217.805,26.796,31.250,3.861,4.343,32.174,10.946,8.019,29.460,32.853,8.331,29.256,51.399,11.129,30.439,68.243,11.283,28.333,85.576,12.381,27.558,101.214,14.334,27.360,114.449,15.793,27.066,127.683,17.602,26.371,138.252,18.652,26.319,149.842,20.341,25.287,159.093,21.205,24.055,168.747,22.239,23.242,177.768,23.550,22.098,185.880,23.711,20.985,192.943,23.633,19.561,200.302,23.637,18.285,207.078,23.521,16.860,214.208,23.852,16.347,219.100,24.033,30.660,3.693,40.284,31.875,12.528,36.933,29.458,32.708,36.662,29.224,50.998,35.919,28.514,69.024,36.277,28.995,84.601,36.024,29.106,100.291,36.332,27.483,113.403,36.374,26.626,126.760,36.220,26.589,137.291,35.942,25.647,148.998,35.760,25.214,158.154,35.794,24.174,168.353,36.115,23.676,177.259,35.712,22.597,185.992,35.206,21.522,193.871,34.447,20.343,201.518,33.297,18.916,207.861,32.747,17.190,214.960,31.542,17.015,220.390,29.688
35.010,30.000,30.000,179.988,44.569,59.449,0.615,2.525,21.859,1.282,13.283,19.942,2.318,34.284,20.758,3.389,51.754,22.163,4.331,70.326,21.704,6.776,84.368,24.545,6.194,101.132,24.491,8.578,113.486,25.608,9.024,126.991,26.098,10.298,137.543,26.726,10.169,148.563,27.039,10.285,158.442,27.239,9.677,167.951,27.497,9.660,176.040,28.375,9.128,184.461,28.281,8.901,192.210,27.776,8.332,199.582,27.745,7.339,206.063,27.606,7.007,212.946,26.957,5.962,216.815,26.706,31.249,3.861,4.343,32.171,10.948,8.020,29.402,32.842,8.327,29.104,51.383,11.116,30.156,68.233,11.253,27.871,85.534,12.320,26.886,101.154,14.239,26.471,114.373,15.657,25.927,127.590,17.414,24.974,138.160,18.412,24.644,149.792,20.112,23.373,159.001,21.007,21.851,168.610,22.075,20.735,177.591,23.417,19.279,185.654,23.607,17.857,192.661,23.551,16.083,199.928,23.567,14.444,206.604,23.439,12.604,213.647,23.750,11.762,218.504,23.923,30.659,3.694,40.284,31.869,12.527,36.932,29.400,32.707,36.660,29.071,50.999,35.908,28.219,69.024,36.245,28.537,84.608,35.966,28.435,100.305,36.241,26.595,113.393,36.243,25.478,126.727,36.034,25.209,137.242,35.699,23.991,148.884,35.528,23.316,158.017,35.595,21.967,168.181,35.951,21.172,177.057,35.579,19.759,185.750,35.104,18.344,193.587,34.369,16.800,201.177,33.226,15.040,207.440,32.664,12.905,214.434,31.440,12.360,219.838,29.571
36.010,30.000,30.000,203.842,32.741,61.775,0.615,2.525,21.859,1.267,13.242,19.942,2.238,34.162,20.767,3.198,51.548,22.180,3.965,70.060,21.731,6.237,84.052,24.584,5.380,100.721,24.550,7.514,113.046,25.690,7.643,126.480,26.213,8.666,137.138,26.900,8.292,148.089,27.182,8.168,157.887,27.342,7.267,167.322,27.568,6.962,175.360,28.432,6.080,183.675,28.333,5.484,191.366,27.839,4.515,198.673,27.809,3.168,205.051,27.646,2.427,211.853,26.963,1.125,215.596,26.700,31.249,3.862,4.343,32.166,10.950,8.021,29.332,32.840,8.335,28.923,51.379,11.135,29.820,68.241,11.283,27.319,85.514,12.364,26.080,101.117,14.307,25.399,114.320,15.753,24.541,127.511,17.550,23.331,138.033,18.573,22.752,149.608,20.261,21.249,158.777,21.123,19.431,168.344,22.165,17.988,177.288,23.492,16.187,185.289,23.678,14.417,192.224,23.624,12.259,199.377,23.637,10.246,205.934,23.480,7.973,212.864,23.750,6.793,217.668,23.905,30.659,3.694,40.284,31.861,12.523,36.932,29.332,32.694,36.668,28.891,50.980,35.926,27.871,68.992,36.274,27.994,84.571,36.010,27.633,100.259,36.308,25.530,113.299,36.337,24.097,126.595,36.168,23.588,137.087,35.861,22.112,148.717,35.676,21.201,157.829,35.714,19.533,167.947,36.042,18.422,176.774,35.657,16.642,185.404,35.179,14.843,193.171,34.443,12.896,200.679,33.296,10.788,206.846,32.703,8.229,213.701,31.437,7.308,219.051,29.546
37.010,30.000,30.000,201.464,27.225,53.374,0.615,2.525,21.859,1.254,13.206,19.943,2.170,34.056,20.779,3.036,51.367,22.205,3.655,69.825,21.773,5.781,83.770,24.642,4.692,100.351,24.637,6.615,112.645,25.805,6.472,126.006,26.364,7.236,136.590,27.087,6.538,147.474,27.415,6.185,157.516,27.560,5.193,166.949,27.721,4.793,174.939,28.541,3.769,183.161,28.407,2.987,190.796,27.895,1.801,198.017,27.852,0.228,204.302,27.670,-0.793,211.023,26.965,-2.275,214.682,26.694,31.248,3.863,4.343,32.163,10.952,8.023,29.273,32.838,8.346,28.769,51.374,11.160,29.534,68.244,11.325,26.850,85.490,12.427,25.394,101.072,14.400,24.486,114.255,15.877,23.359,127.419,17.718,21.888,137.891,18.783,20.970,149.414,20.518,19.268,158.513,21.355,17.354,168.050,22.339,15.805,176.993,23.616,13.852,184.969,23.770,11.906,191.861,23.693,9.529,198.942,23.684,7.275,205.416,23.499,4.703,212.255,23.741,3.284,217.006,23.880,30.659,3.695,40.284,31.855,12.519,36.932,29.273,32.678,36.680,28.737,50.954,35.951,27.575,68.949,36.316,27.532,84.519,36.072,26.953,100.194,36.400,24.625,113.186,36.460,22.920,126.430,36.332,22.150,136.892,36.070,20.327,148.486,35.928,19.212,157.600,35.949,17.437,167.725,36.218,16.221,176.530,35.786,14.280,185.126,35.273,12.288,192.844,34.511,10.113,200.290,33.339,7.784,206.382,32.719,4.932,213.129,31.426,3.748,218.427,29.515
38.010,30.000,30.000,203.208,26.170,50.029,0.615,2.525,21.859,1.239,13.168,19.943,2.093,33.941,20.784,2.856,51.174,22.212,3.314,69.576,21.778,5.283,83.478,24.646,3.953,99.972,24.638,5.660,112.240,25.805,5.250,125.535,26.359,5.770,136.044,27.076,4.772,146.822,27.386,4.100,156.755,27.521,2.758,166.124,27.687,2.038,174.050,28.517,0.650,182.155,28.400,-0.508,189.710,27.907,-2.087,196.801,27.874,-4.043,202.936,27.683,-5.514,209.527,26.960,-7.270,213.047,26.679,31.248,3.864,4.343,32.159,10.954,8.024,29.206,32.835,8.350,28.596,51.367,11.167,29.216,68.244,11.335,26.334,85.456,12.434,24.651,101.011,14.411,23.514,114.166,15.889,22.121,127.295,17.733,20.407,137.704,18.798,19.170,149.165,20.524,17.167,158.196,21.351,14.894,167.655,22.342,12.982,176.528,23.631,10.663,184.409,23.797,8.365,191.198,23.728,5.595,198.131,23.717,2.936,204.445,23.511,-0.114,211.108,23.726,-1.900,215.755,23.846,30.658,3.696,40.284,31.848,12.516,36.931,29.208,32.671,36.684,28.565,50.943,35.960,27.246,68.927,36.325,27.023,84.491,36.081,26.213,100.153,36.411,23.656,113.097,36.473,21.681,126.287,36.346,20.662,136.712,36.088,18.516,148.231,35.930,17.097,157.280,35.946,14.945,167.313,36.222,13.378,176.057,35.803,11.049,184.564,35.302,8.669,192.186,34.548,6.082,199.515,33.371,3.378,205.468,32.730,0.060,212.026,31.408,-1.530,217.228,29.472
39.010,30.000,30.000,207.311,27.315,54.850,0.615,2.525,21.859,1.230,13.141,19.944,2.043,33.862,20.789,2.739,51.041,22.220,3.091,69.403,21.789,4.958,83.274,24.660,3.474,99.707,24.656,5.043,111.953,25.828,4.463,125.200,26.387,4.827,135.654,27.105,3.639,146.351,27.409,2.760,156.215,27.535,1.184,165.518,27.693,0.246,173.395,28.521,-1.386,181.411,28.405,-2.796,188.901,27.918,-4.636,195.893,27.884,-6.843,201.917,27.689,-8.612,208.401,26.960,-10.555,211.819,26.680,31.248,3.865,4.343,32.156,10.955,8.025,29.162,32.831,8.354,28.483,51.358,11.177,29.007,68.238,11.350,25.998,85.423,12.452,24.168,100.956,14.436,22.883,114.090,15.922,21.321,127.189,17.775,19.451,137.551,18.846,18.009,148.962,20.574,15.810,157.943,21.391,13.297,167.343,22.376,11.135,176.159,23.663,8.569,183.965,23.827,6.036,190.672,23.757,3.005,197.496,23.737,0.077,203.695,23.517,-3.289,210.220,23.721,-5.332,214.782,23.837,30.658,3.696,40.284,31.843,12.513,36.931,29.164,32.662,36.689,28.451,50.928,35.969,27.030,68.900,36.338,26.691,84.456,36.099,25.731,100.104,36.437,23.027,113.011,36.506,20.880,126.158,36.386,19.700,136.552,36.138,17.344,148.018,35.976,15.728,157.029,35.986,13.321,167.004,36.257,11.514,175.692,35.836,8.923,184.126,35.335,6.283,191.669,34.577,3.422,198.904,33.390,0.471,204.749,32.736,-3.155,211.158,31.400,-5.036,216.284,29.461
40.010,30.000,30.000,258.849,44.693,52.796,0.615,2.525,21.859,1.214,13.095,19.942,1.965,33.726,20.781,2.556,50.808,22.194,2.741,69.092,21.725,4.441,82.906,24.558,2.694,99.213,24.491,4.016,111.408,25.602,3.122,124.549,26.068,3.253,135.244,26.743,1.874,145.919,27.045,0.847,155.776,27.242,-0.870,165.030,27.488,-1.948,172.827,28.382,-3.761,180.719,28.325,-5.389,188.121,27.878,-7.467,194.994,27.866,-9.911,200.887,27.687,-11.971,207.232,26.965,-14.093,210.519,26.682,31.247,3.865,4.343,32.152,10.957,8.026,29.095,32.800,8.348,28.309,51.308,11.155,28.679,68.180,11.299,25.461,85.302,12.353,23.382,100.787,14.284,21.830,113.874,15.708,19.946,126.931,17.486,17.861,137.253,18.479,16.216,148.705,20.197,13.873,157.748,21.094,11.211,167.089,22.173,8.886,175.838,23.538,6.128,183.560,23.762,3.391,190.165,23.723,0.118,196.871,23.718,-3.069,202.947,23.505,-6.746,209.300,23.713,-9.039,213.748,23.823,30.658,3.697,40.284,31.836,12.510,36.929,29.096,32.648,36.684,28.274,50.905,35.949,26.688,68.862,36.284,26.155,84.408,36.006,24.937,100.042,36.290,21.966,112.892,36.299,19.501,125.976,36.098,18.100,136.323,35.784,15.574,147.737,35.602,13.821,156.710,35.680,11.253,166.640,36.052,9.281,175.291,35.710,6.476,183.670,35.272,3.602,191.140,34.548,0.484,198.280,33.374,-2.708,204.009,32.726,-6.648,210.256,31.392,-8.814,215.279,29.440
41.010,30.000,30.000,238.294,18.401,46.717,0.615,2.525,21.859,1.197,13.048,19.943,1.882,33.587,20.791,2.366,50.573,22.213,2.381,68.785,21.754,3.920,82.536,24.595,1.927,98.730,24.545,3.030,110.873,25.675,1.864,123.914,26.165,1.743,134.482,26.860,0.040,145.025,27.153,-1.340,154.752,27.217,-3.441,163.909,27.313,-4.866,171.628,28.103,-7.094,179.401,28.022,-9.112,186.673,27.577,-11.583,193.364,27.563,-14.400,199.053,27.388,-16.892,205.186,26.672,-19.266,208.274,26.391,31.247,3.866,4.343,32.148,10.960,8.027,29.021,32.786,8.356,28.122,51.279,11.173,28.337,68.150,11.329,24.911,85.216,12.393,22.596,100.652,14.345,20.805,113.689,15.790,18.648,126.681,17.599,16.307,136.911,18.618,14.314,148.244,20.336,11.649,157.139,21.120,8.592,166.369,22.046,5.855,175.078,23.301,2.669,182.732,23.496,-0.431,189.164,23.451,-4.101,195.667,23.429,-7.692,201.536,23.204,-11.832,207.617,23.411,-14.486,211.880,23.518,30.657,3.698,40.284,31.828,12.503,36.929,29.024,32.624,36.694,28.088,50.862,35.968,26.337,68.789,36.313,25.615,84.308,36.046,24.158,99.903,36.349,20.952,112.674,36.381,18.211,125.666,36.208,16.551,135.940,35.923,13.663,147.300,35.738,11.543,156.292,35.713,8.556,166.100,35.934,6.195,174.625,35.478,2.974,182.839,35.010,-0.310,190.149,34.277,-3.845,197.100,33.084,-7.404,202.619,32.428,-11.797,208.587,31.091,-14.367,213.434,29.130
42.010,30.000,30.000,295.563,26.780,75.146,0.615,2.525,21.859,1.181,13.002,19.944,1.805,33.451,20.810,2.188,50.337,22.253,2.041,68.472,21.820,3.421,82.147,24.687,1.177,98.208,24.678,2.046,110.280,25.847,0.580,123.192,26.383,0.167,133.745,27.151,-1.838,144.147,27.503,-3.519,153.672,27.639,-6.033,163.093,27.751,-7.570,170.764,28.496,-9.976,178.428,28.273,-12.175,185.601,27.716,-14.846,192.158,27.619,-17.861,197.699,27.389,-20.599,203.663,26.634,-23.120,206.604,26.337,31.246,3.867,4.343,32.144,10.962,8.029,28.954,32.772,8.373,27.948,51.250,11.214,28.013,68.118,11.397,24.382,85.129,12.493,21.823,100.512,14.491,19.774,113.495,15.980,17.309,126.413,17.844,14.670,136.572,18.905,12.340,147.848,20.702,9.347,156.627,21.548,6.007,165.745,22.551,3.109,174.379,23.732,-0.250,181.931,23.787,-3.530,188.279,23.627,-7.413,194.670,23.506,-11.235,200.410,23.210,-15.654,206.310,23.365,-18.535,210.440,23.450,30.657,3.698,40.284,31.821,12.494,36.929,28.957,32.588,36.712,27.914,50.801,36.008,26.003,68.690,36.382,25.094,84.178,36.146,23.389,99.729,36.493,19.930,112.415,36.568,16.876,125.314,36.448,14.948,135.514,36.203,11.730,146.772,36.095,9.270,155.680,36.139,5.919,165.424,36.442,3.382,174.044,35.921,-0.047,182.194,35.301,-3.520,189.385,34.443,-7.263,196.191,33.150,-11.021,201.560,32.430,-15.675,207.319,31.043,-18.492,212.019,29.055
43.010,30.000,30.000,282.844,60.244,12.334,0.615,2.525,21.859,1.164,12.953,19.944,1.720,33.306,20.807,1.993,50.090,22.239,1.669,68.143,21.783,2.878,81.754,24.628,0.369,97.680,24.584,0.995,109.688,25.724,-0.777,122.475,26.217,-1.478,132.879,26.938,-3.851,143.137,27.200,-5.833,152.872,27.348,-8.503,162.165,27.423,-10.204,169.735,28.135,-12.803,177.262,27.835,-15.207,184.316,27.186,-18.100,190.719,26.985,-21.335,196.084,26.648,-24.396,201.911,25.794,-27.110,204.737,25.491,31.246,3.868,4.343,32.140,10.964,8.030,28.878,32.747,8.369,27.755,51.207,11.201,27.654,68.067,11.367,23.803,85.011,12.433,20.986,100.337,14.405,18.670,113.258,15.866,15.892,126.098,17.698,12.958,136.146,18.720,10.225,147.331,20.449,7.010,156.010,21.291,3.505,165.042,22.261,0.412,173.580,23.403,-3.143,180.988,23.376,-6.617,187.212,23.122,-10.731,193.452,22.885,-14.800,199.022,22.470,-19.580,204.773,22.509,-22.756,208.843,22.583,30.657,3.699,40.284,31.813,12.490,36.928,28.883,32.573,36.709,27.721,50.773,35.996,25.635,68.638,36.348,24.522,84.103,36.090,22.552,99.619,36.409,18.828,112.222,36.458,15.456,125.024,36.303,13.220,135.148,36.023,9.602,146.271,35.845,6.901,155.069,35.879,3.373,164.752,36.154,0.640,173.301,35.596,-3.019,181.358,34.891,-6.718,188.437,33.926,-10.708,195.097,32.509,-14.700,200.306,31.677,-19.645,205.822,30.180,-22.748,210.371,28.204
44.010,30.000,30.000,270.865,42.772,59.038,0.615,2.525,21.859,1.151,12.914,19.944,1.660,33.194,20.816,1.858,49.897,22.254,1.418,67.888,21.804,2.516,81.441,24.654,-0.158,97.268,24.620,0.318,109.223,25.768,-1.639,122.003,26.238,-2.490,132.475,26.864,-5.059,142.671,27.143,-7.247,152.259,27.322,-10.175,161.427,27.410,-12.101,168.902,28.139,-14.944,176.307,27.858,-17.579,183.249,27.224,-20.696,189.503,27.037,-24.139,194.704,26.722,-27.431,200.337,25.886,-30.273,202.993,25.576,31.245,3.869,4.344,32.137,10.966,8.031,28.825,32.724,8.376,27.622,51.165,11.217,27.410,68.015,11.392,23.415,84.900,12.464,20.436,100.171,14.450,17.954,113.033,15.924,15.011,125.778,17.746,11.947,135.836,18.653,8.930,147.197,20.411,5.517,155.755,21.281,1.761,164.643,22.266,-1.596,173.067,23.426,-5.393,180.337,23.414,-9.081,186.425,23.167,-13.429,192.506,22.934,-17.734,197.908,22.528,-22.767,203.417,22.582,-26.139,207.300,22.645,30.656,3.700,40.284,31.807,12.483,36.927,28.830,32.543,36.717,27.588,50.719,36.013,25.384,68.551,36.372,24.140,83.983,36.122,22.003,99.454,36.453,18.118,111.989,36.515,14.531,124.788,36.361,12.151,135.010,35.970,8.344,146.042,35.800,5.423,154.762,35.869,1.620,164.324,36.161,-1.369,172.766,35.622,-5.294,180.695,34.931,-9.233,187.639,33.973,-13.464,194.144,32.560,-17.665,199.185,31.739,-22.867,204.477,30.253,-26.203,208.856,28.258
45.010,30.000,30.000,301.049,33.336,31.983,0.615,2.525,21.859,1.139,12.879,19.944,1.599,33.090,20.819,1.720,49.719,22.259,1.157,67.652,21.807,2.138,81.156,24.655,-0.711,96.888,24.616,-0.393,108.795,25.762,-2.544,121.483,26.226,-3.572,131.862,26.845,-6.348,141.959,27.075,-8.738,151.403,27.195,-11.921,160.438,27.202,-14.082,167.821,27.866,-17.170,175.089,27.509,-20.041,181.894,26.791,-23.426,188.037,26.522,-27.124,193.141,26.238,-30.642,198.574,25.480,-33.609,201.050,25.194,31.245,3.870,4.344,32.133,10.967,8.032,28.771,32.711,8.380,27.484,51.139,11.225,27.156,67.983,11.401,23.010,84.819,12.471,19.858,100.042,14.459,17.202,112.855,15.934,14.060,125.535,17.759,10.818,135.501,18.659,7.580,146.751,20.384,3.964,155.209,21.201,-0.046,163.961,22.112,-3.673,172.273,23.198,-7.716,179.400,23.108,-11.624,185.337,22.773,-16.262,191.288,22.438,-20.861,196.635,22.039,-26.150,201.898,22.174,-29.720,205.576,22.263,30.656,3.700,40.284,31.801,12.479,36.926,28.776,32.527,36.722,27.448,50.689,36.020,25.121,68.497,36.380,23.736,83.906,36.130,21.420,99.342,36.463,17.361,111.809,36.526,13.571,124.528,36.372,11.004,134.683,35.979,6.961,145.626,35.772,3.822,154.271,35.793,-0.264,163.715,36.008,-3.518,172.047,35.399,-7.721,179.842,34.623,-11.916,186.639,33.565,-16.395,192.971,32.054,-20.808,197.832,31.261,-26.276,202.909,29.854,-29.862,207.124,27.877
46.010,30.000,30.000,291.139,1.744,53.665,0.615,2.525,21.859,1.122,12.832,19.946,1.513,32.947,20.836,1.521,49.475,22.294,0.778,67.327,21.868,1.587,80.756,24.744,-1.520,96.349,24.749,-1.438,108.184,25.939,-3.877,120.731,26.462,-5.172,130.972,27.142,-8.259,140.884,27.399,-10.980,150.092,27.542,-14.588,158.893,27.559,-17.142,166.108,28.250,-20.657,173.309,27.931,-23.816,179.970,27.207,-27.470,185.882,26.941,-31.425,190.718,26.640,-35.254,195.838,25.850,-38.381,198.047,25.532,31.244,3.871,4.344,32.128,10.970,8.034,28.692,32.709,8.396,27.282,51.128,11.263,26.782,67.970,11.468,22.411,84.749,12.572,19.000,99.911,14.609,16.080,112.655,16.135,12.635,125.242,18.028,9.118,135.080,18.989,5.526,146.168,20.763,1.571,154.468,21.597,-2.872,163.001,22.522,-6.963,171.105,23.637,-11.366,177.995,23.548,-15.542,183.757,23.201,-20.467,189.474,22.850,-25.371,194.544,22.420,-31.011,199.441,22.514,-34.858,202.825,22.557,30.655,3.701,40.284,31.793,12.472,36.927,28.698,32.504,36.739,27.245,50.646,36.059,24.737,68.416,36.446,23.145,83.789,36.230,20.566,99.168,36.611,16.250,111.530,36.724,12.160,124.121,36.634,9.314,134.169,36.307,4.910,144.963,36.140,1.421,153.474,36.187,-3.127,162.705,36.418,-6.828,170.855,35.841,-11.419,178.436,35.062,-15.911,185.058,33.991,-20.698,191.175,32.461,-25.395,195.796,31.637,-31.214,200.508,30.186,-35.131,204.427,28.150
47.010,30.000,30.000,338.338,71.432,60.857,0.615,2.525,21.859,1.105,12.780,19.949,1.438,32.794,20.867,1.357,49.210,22.361,0.474,66.977,21.989,1.152,80.308,24.918,-2.160,95.753,25.012,-2.268,107.587,26.260,-4.864,120.112,26.707,-6.292,130.231,27.304,-9.540,139.929,27.468,-12.568,149.229,27.562,-16.441,157.881,27.593,-19.239,165.005,28.309,-22.973,172.085,27.939,-26.334,178.591,27.139,-30.175,184.303,26.806,-34.323,188.959,26.456,-38.383,193.933,25.687,-41.589,195.955,25.382,31.244,3.872,4.344,32.125,10.972,8.036,28.624,32.682,8.421,27.114,51.071,11.327,26.476,67.899,11.582,21.926,84.599,12.753,18.307,99.675,14.887,15.213,112.316,16.475,11.605,124.794,18.278,7.947,134.542,19.150,4.140,145.518,20.821,-0.127,153.897,21.630,-4.848,162.365,22.580,-9.186,170.304,23.737,-13.794,177.023,23.583,-18.159,182.616,23.151,-23.282,188.126,22.715,-28.427,193.011,22.212,-34.335,197.734,22.326,-38.322,200.896,22.382,30.655,3.702,40.284,31.787,12.457,36.927,28.634,32.440,36.764,27.084,50.532,36.121,24.437,68.237,36.562,22.684,83.543,36.408,19.898,98.838,36.880,15.367,111.164,37.069,11.124,123.803,36.890,8.127,133.740,36.482,3.481,144.432,36.218,-0.269,152.924,36.233,-5.092,162.009,36.478,-9.090,170.056,35.937,-13.945,177.556,35.094,-18.641,183.992,33.930,-23.636,189.899,32.313,-28.511,194.327,31.421,-34.541,198.784,30.001,-38.657,202.501,27.973
48.010,30.000,30.000,312.378,14.856,38.546,0.615,2.525,21.859,1.093,12.744,19.949,1.375,32.687,20.866,1.210,49.025,22.353,0.191,66.726,21.968,0.737,80.003,24.884,-2.773,95.333,24.955,-3.069,107.103,26.185,-5.893,119.510,26.608,-7.534,129.872,27.230,-10.824,139.422,27.446,-13.933,148.569,27.572,-17.948,157.076,27.616,-20.905,164.102,28.348,-24.802,171.020,28.002,-28.361,177.390,27.228,-32.392,182.921,26.912,-36.710,187.362,26.556,-40.971,192.094,25.761,-44.277,193.920,25.438,31.243,3.872,4.344,32.121,10.974,8.037,28.567,32.672,8.422,26.964,51.051,11.325,26.195,67.872,11.574,21.473,84.519,12.729,17.654,99.541,14.849,14.350,112.125,16.422,10.490,124.542,18.214,6.692,134.248,19.079,2.799,145.193,20.822,-1.567,153.473,21.663,-6.445,161.817,22.629,-10.969,169.646,23.802,-15.765,176.234,23.667,-20.316,181.680,23.247,-25.640,186.993,22.817,-30.982,191.643,22.301,-37.117,196.072,22.382,-41.296,199.018,22.412,30.655,3.702,40.284,31.780,12.455,36.926,28.575,32.433,36.766,26.930,50.516,36.120,24.142,68.201,36.551,22.227,83.486,36.387,19.231,98.745,36.845,14.492,110.990,37.017,10.006,123.529,36.823,6.869,133.393,36.417,2.153,144.028,36.210,-1.703,152.448,36.264,-6.703,161.430,36.526,-10.881,169.367,36.002,-15.941,176.734,35.180,-20.848,183.023,34.029,-26.065,188.756,32.415,-31.133,192.988,31.507,-37.391,197.156,30.051,-41.725,200.639,27.989
49.010,30.000,30.000,293.638,0.100,36.841,0.615,2.525,21.859,1.077,12.698,19.950,1.292,32.550,20.876,1.023,48.792,22.371,-0.162,66.416,21.996,0.229,79.624,24.922,-3.507,94.822,25.009,-4.006,106.519,26.259,-7.076,118.791,26.717,-8.944,128.982,27.359,-12.499,138.339,27.563,-15.915,147.306,27.648,-20.214,155.567,27.617,-23.470,162.427,28.292,-27.656,169.082,27.909,-31.540,175.217,27.110,-35.869,180.448,26.765,-40.447,184.539,26.354,-45.023,188.896,25.484,-48.482,190.446,25.136,31.243,3.873,4.344,32.116,10.976,8.038,28.490,32.666,8.430,26.769,51.033,11.344,25.838,67.847,11.605,20.909,84.429,12.774,16.859,99.383,14.918,13.326,111.892,16.516,9.207,124.208,18.353,5.175,133.776,19.245,0.963,144.543,20.996,-3.678,152.626,21.792,-8.874,160.739,22.683,-13.742,168.367,23.790,-18.859,174.721,23.609,-23.710,179.911,23.150,-29.348,184.893,22.672,-34.990,189.156,22.087,-41.478,193.115,22.072,-45.928,195.740,22.062,30.654,3.703,40.284,31.772,12.451,36.925,28.501,32.416,36.774,26.737,50.483,36.139,23.779,68.131,36.581,21.674,83.378,36.431,18.440,98.575,36.912,13.480,110.709,37.111,8.732,123.118,36.956,5.346,132.881,36.583,0.295,143.357,36.376,-3.860,151.633,36.394,-9.213,160.407,36.580,-13.716,168.127,35.993,-19.121,175.239,35.121,-24.367,181.258,33.925,-29.928,186.677,32.257,-35.287,190.572,31.280,-41.856,194.262,29.729,-46.480,197.370,27.623
50.010,30.000,30.000,333.631,0.100,28.138,0.615,2.525,21.859,1.062,12.654,19.951,1.213,32.416,20.884,0.839,48.558,22.384,-0.516,66.095,22.014,-0.287,79.236,24.944,-4.195,94.602,25.085,-4.735,106.217,26.392,-7.885,118.374,26.909,-9.861,128.433,27.589,-13.556,137.668,27.787,-17.141,146.509,27.854,-21.634,154.620,27.839,-25.088,161.332,28.537,-29.524,167.890,28.161,-33.568,173.894,27.391,-38.045,178.942,27.067,-42.759,182.819,26.666,-47.483,186.911,25.792,-50.996,188.242,25.430,31.242,3.874,4.344,32.112,10.979,8.040,28.417,32.660,8.438,26.577,51.016,11.360,25.477,67.823,11.629,20.330,84.366,12.806,16.161,99.244,14.995,12.563,111.745,16.659,8.341,124.007,18.566,4.190,133.478,19.495,-0.190,144.118,21.253,-5.002,152.102,22.029,-10.430,160.123,22.937,-15.547,167.597,24.066,-20.863,173.772,23.902,-25.867,178.819,23.452,-31.677,183.614,22.977,-37.494,187.652,22.390,-44.155,191.286,22.363,-48.755,193.652,22.326,30.654,3.704,40.283,31.765,12.447,36.925,28.429,32.402,36.782,26.545,50.453,36.155,23.409,68.067,36.603,21.111,83.266,36.463,17.744,98.384,36.987,12.734,110.474,37.248,7.883,122.828,37.163,4.360,132.548,36.832,-0.870,142.917,36.627,-5.199,151.104,36.634,-10.786,159.738,36.831,-15.528,167.313,36.268,-21.157,174.246,35.416,-26.582,180.123,34.229,-32.326,185.368,32.563,-37.847,189.064,31.583,-44.606,192.450,30.015,-49.415,195.291,27.871
